0, 1, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0002.png', 0.22950280010963173
11, 12, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0012.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0013.png', 0.17124032417570334
12, 13, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0013.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0014.png', 0.19823496409776625
13, 14, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0014.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0015.png', 0.21239705284605429
14, 15, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0015.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0016.png', 0.20215122878144687
15, 16, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0016.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0017.png', 0.18939881104063327
16, 17, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0017.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0018.png', 0.20418276131157723
17, 18, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0019.png', 0.19887552504136874
18, 19, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0020.png', 0.16000524528811708
19, 20, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0021.png', 0.24671481474359983
20, 21, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0022.png', 0.2183516329722522
21, 22, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0023.png', 0.22566244672881772
22, 23, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0024.png', 0.25735412275683583
23, 24, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0025.png', 0.24741734647678948
24, 25, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0026.png', 0.23940338614262713
25, 26, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0027.png', 0.21409925522700982
26, 27, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0028.png', 0.2316336450883364
27, 28, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0029.png', 0.24342468751109175
28, 29, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0030.png', 0.2888353842875728
29, 30, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0031.png', 0.268777202716636
30, 31, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0032.png', 0.257009054350251
31, 32, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0033.png', 0.26182123096323945
32, 33, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0034.png', 0.261250460525142
33, 34, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0035.png', 0.2760593621779256
34, 35, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0036.png', 0.2822248358246682
35, 36, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0037.png', 0.22077231590741725
36, 37, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0038.png', 0.24346396927841477
37, 38, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0039.png', 0.2835455239549232
38, 39, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0040.png', 0.2836554484147594
39, 40, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0041.png', 0.2381358026468425
40, 41, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0042.png', 0.24737833988665173
41, 42, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0043.png', 0.2760964740698229
42, 43, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0044.png', 0.2749449126551996
43, 44, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0045.png', 0.25072310503815365
44, 45, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0046.png', 0.255703581228387
45, 46, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0047.png', 0.27942698699804835
46, 47, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0048.png', 0.33318445154963755
47, 48, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0049.png', 0.3116763684402174
48, 49, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0050.png', 0.28045931681986624
49, 50, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0051.png', 0.30549050032809255
50, 51, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0052.png', 0.27680115478380973
51, 52, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0053.png', 0.30382785875660717
52, 53, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0054.png', 0.33621581459140365
53, 54, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0055.png', 0.3373906823508845
54, 55, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0056.png', 0.34700770549914056
55, 56, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0057.png', 0.3469086344805455
56, 57, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0058.png', 0.33156162951818635
57, 58, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0059.png', 0.3209078606475973
58, 59, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0060.png', 0.33852985446016454
59, 60, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0061.png', 0.327417654633896
60, 61, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0062.png', 0.30304802755965154
61, 62, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0063.png', 0.33210304381647116
62, 63, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0064.png', 0.32180275935490543
63, 64, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0065.png', 0.3429992877330237
64, 65, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0066.png', 0.35079361183244556
65, 66, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0067.png', 0.3516463823138797
66, 67, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0068.png', 0.3241371136156527
67, 68, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0069.png', 0.325437753395809
68, 69, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0070.png', 0.3141889249991653
69, 70, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0071.png', 0.3186648810915458
70, 71, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0072.png', 0.3212522069941561
71, 72, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0073.png', 0.28865375668796595
72, 73, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0074.png', 0.33547618437319193
73, 74, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0075.png', 0.320942303984891
74, 75, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0076.png', 0.2840949423899613
75, 76, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0077.png', 0.3271108455939155
76, 77, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0078.png', 0.30340262103376225
77, 78, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0079.png', 0.3077824022510985
78, 79, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0080.png', 0.33852985446016454
79, 80, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0081.png', 0.3050664302045912
80, 81, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0082.png', 0.2905761988752264
81, 82, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0083.png', 0.31797307743014247
82, 83, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0084.png', 0.2814898439887782
83, 84, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0085.png', 0.3221809777317285
84, 85, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0086.png', 0.30774720776089876
85, 86, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0087.png', 0.30023939280158773
86, 87, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0088.png', 0.30020375649588527
87, 88, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0089.png', 0.26474233000216907
88, 89, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0090.png', 0.32758803809431825
89, 90, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0091.png', 0.30630247223671414
90, 91, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0092.png', 0.2927811832841638
91, 92, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0093.png', 0.2936825213298002
92, 93, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0094.png', 0.24295309142294322
93, 94, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0095.png', 0.2589617003108821
94, 95, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0096.png', 0.2897064269060978
95, 96, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0097.png', 0.3103461052809111
96, 97, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0098.png', 0.29966895879804345
97, 98, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0099.png', 0.32049438960162235
98, 99, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0100.png', 0.32152754493789537
99, 100, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0101.png', 0.31714187908119734
100, 101, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0102.png', 0.3068314334714053
101, 102, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0103.png', 0.34346439433101306
102, 103, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0104.png', 0.3188722698019568
103, 104, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0105.png', 0.3099955519115555
104, 105, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0106.png', 0.32533517126002065
105, 106, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0107.png', 0.2972743770391656
106, 107, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0108.png', 0.3125499586319117
107, 108, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0109.png', 0.3181461016805638
108, 109, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0110.png', 0.298097472684284
109, 110, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0110.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0111.png', 0.3264967685858847
110, 111, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0111.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0112.png', 0.3156498163491367
111, 112, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0112.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0113.png', 0.3327791453107507
112, 113, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0113.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0114.png', 0.29938353906985815
113, 114, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0114.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0115.png', 0.2963425612646397
114, 115, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0115.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0116.png', 0.3188722698019568
115, 116, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0116.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0117.png', 0.2910106098865768
116, 117, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0117.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0118.png', 0.3269062212928854
117, 118, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0118.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0119.png', 0.2513044762718815
118, 119, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0119.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0120.png', 0.21302044448737872
119, 120, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0120.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0121.png', 0.20914349524052311
120, 121, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0121.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0122.png', 0.24118105891355912
121, 122, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0122.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0123.png', 0.23666654489939512
122, 123, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0123.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0124.png', 0.2558957496116248
123, 124, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0124.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0125.png', 0.2817471951047325
124, 125, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0125.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0126.png', 0.2681756374512956
125, 126, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0126.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0127.png', 0.3095746208317276
126, 127, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0127.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0128.png', 0.2874172173318966
127, 128, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0128.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0129.png', 0.30442976735192556
128, 129, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0129.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0130.png', 0.29949058732283085
129, 130, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0130.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0131.png', 0.2792055381212147
130, 131, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0131.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0132.png', 0.32571122216223486
131, 132, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0132.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0133.png', 0.284204764968075
132, 133, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0133.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0134.png', 0.2915170235850816
133, 134, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0134.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0135.png', 0.3280989059575855
134, 135, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0135.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0136.png', 0.32300537341182
135, 136, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0136.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0137.png', 0.33169702758020714
136, 137, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0137.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0138.png', 0.33456724727476617
137, 138, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0138.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0139.png', 0.3005600247560102
138, 139, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0139.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0140.png', 0.31359661591869503
139, 140, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0140.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0141.png', 0.3379605299688222
140, 141, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0141.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0142.png', 0.3006668641803387
141, 142, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0142.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0143.png', 0.3413686695285082
142, 143, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0143.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0144.png', 0.3344998654773027
143, 144, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0144.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0145.png', 0.33281293098082
144, 145, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0145.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0146.png', 0.3404683339946101
145, 146, './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0146.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/1/mmaps/map0147.png', 0.324000043959521
