0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0002.png', 0.28537494182429746
17, 18, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0018.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0019.png', 0.3103811495036923
18, 19, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0019.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0020.png', 0.2864334251546232
19, 20, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0020.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0021.png', 0.35468718616758044
20, 21, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0021.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0022.png', 0.3516136049688709
21, 22, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0022.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0023.png', 0.29053998368190637
22, 23, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0023.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0024.png', 0.30173421855264715
23, 24, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0024.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0025.png', 0.2761335836159857
24, 25, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0025.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0026.png', 0.28482670888865785
25, 26, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0026.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0027.png', 0.2533539021033338
26, 27, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0027.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0028.png', 0.2679875205861093
27, 28, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0028.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0029.png', 0.29357443240884634
28, 29, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0029.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0030.png', 0.2503739960317002
29, 30, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0030.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0031.png', 0.2509557250280624
30, 31, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0031.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0032.png', 0.25080065563584675
31, 32, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0032.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0033.png', 0.25581889001322855
32, 33, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0033.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0034.png', 0.10623574960404673
33, 34, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0034.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0035.png', 0.17362622211153325
34, 35, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0035.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0036.png', 0.21189780997525778
35, 36, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0037.png', 0.2609458181860809
36, 37, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0038.png', 0.25304502768789267
37, 38, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0039.png', 0.2640986813187543
38, 39, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0040.png', 0.24706619002139416
39, 40, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0041.png', 0.25566513979486727
40, 41, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0042.png', 0.2194197202971621
41, 42, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0043.png', 0.21351862993167806
42, 43, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0044.png', 0.2388887786576084
43, 44, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0045.png', 0.2675357914804433
44, 45, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0046.png', 0.39977274561564347
45, 46, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0047.png', 0.44908924390806093
46, 47, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0048.png', 0.4136188207591435
47, 48, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0049.png', 0.4135891109890516
48, 49, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0050.png', 0.3652953891554499
49, 50, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0050.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0051.png', 0.3773340735185977
50, 51, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0051.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0052.png', 0.37443283731598165
51, 52, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0052.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0053.png', 0.34240078199141427
52, 53, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0053.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0054.png', 0.3458508957224638
53, 54, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0054.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0055.png', 0.3297647967716316
54, 55, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0055.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0056.png', 0.35020254934423856
55, 56, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0056.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0057.png', 0.396484746842257
56, 57, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0057.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0058.png', 0.3983135204568377
57, 58, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0058.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0059.png', 0.35819999366282357
58, 59, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0059.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0060.png', 0.36175772134330275
59, 60, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0060.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0061.png', 0.31338742820682786
60, 61, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0061.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0062.png', 0.32008063946806387
61, 62, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0062.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0063.png', 0.34475821814125035
62, 63, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0063.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0064.png', 0.2855940932511268
63, 64, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0064.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0065.png', 0.26700832973644434
64, 65, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0065.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0066.png', 0.28237172460894666
65, 66, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0066.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0067.png', 0.3137011828646947
66, 67, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0067.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0068.png', 0.31530230207861476
67, 68, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0068.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0069.png', 0.3123404112474367
68, 69, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0069.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0070.png', 0.3211144916572337
69, 70, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0070.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0071.png', 0.32816698968536673
70, 71, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0071.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0072.png', 0.3364845522334482
71, 72, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0072.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0073.png', 0.3508592509177801
72, 73, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0073.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0074.png', 0.15259499966506038
73, 74, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0074.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0075.png', 0.11348888800825307
74, 75, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0075.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0076.png', 0.12584449781150572
75, 76, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0076.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0077.png', 0.2124386351465261
76, 77, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0077.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0078.png', 0.2868344259358178
77, 78, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0078.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0079.png', 0.2977397434925484
78, 79, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0079.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0080.png', 0.30063125314293604
79, 80, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0080.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0081.png', 0.24998584476659474
80, 81, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0081.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0082.png', 0.26700832973644434
81, 82, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0082.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0083.png', 0.2755024020376195
82, 83, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0083.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0084.png', 0.26617849144608635
83, 84, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0084.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0085.png', 0.37247009568330675
84, 85, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0085.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0086.png', 0.3993170988868874
85, 86, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0086.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0087.png', 0.3693233013787656
86, 87, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0087.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0088.png', 0.3539365347825322
87, 88, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0088.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0089.png', 0.3583945730687056
88, 89, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0089.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0090.png', 0.3459501350515152
89, 90, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0090.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0091.png', 0.3526943504775669
90, 91, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0091.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0092.png', 0.3189413837628868
91, 92, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0092.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0093.png', 0.3129339417303491
92, 93, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0093.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0094.png', 0.32659915729289557
93, 94, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0094.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0095.png', 0.3695144647221383
94, 95, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0095.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0096.png', 0.37503310073580615
95, 96, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0096.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0097.png', 0.33973376106585973
96, 97, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0097.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0098.png', 0.37281877059707397
97, 98, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0098.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0099.png', 0.33661887735813784
98, 99, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0099.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0100.png', 0.32485622828308214
99, 100, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0100.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0101.png', 0.31359661591869503
100, 101, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0101.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0102.png', 0.2993121629925636
101, 102, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0102.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0103.png', 0.3080287065376581
102, 103, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0103.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0104.png', 0.323451459378893
103, 104, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0104.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0105.png', 0.33547618437319193
104, 105, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0105.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0106.png', 0.41254839050679265
105, 106, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0106.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0107.png', 0.4080087539784375
106, 107, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0107.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0108.png', 0.35174470403150215
107, 108, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0108.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0109.png', 0.40410019717311957
108, 109, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0109.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0110.png', 0.3385633278692515
109, 110, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0110.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0111.png', 0.3346346217369326
110, 111, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0111.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0112.png', 0.3319000690493189
111, 112, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0112.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0113.png', 0.2787623905359409
112, 113, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0113.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0114.png', 0.2892347701942052
113, 114, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0114.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0115.png', 0.33081640915099625
114, 115, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0115.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0116.png', 0.3376924316179223
115, 116, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0116.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0117.png', 0.3191141345406708
116, 117, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0117.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0118.png', 0.368813248303935
117, 118, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0118.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0119.png', 0.4054257946725001
118, 119, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0119.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0120.png', 0.32826910117755065
119, 120, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0120.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0121.png', 0.37877970123943866
120, 121, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0121.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0122.png', 0.28763561694748013
121, 122, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0122.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0123.png', 0.2749077278454032
122, 123, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0123.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0124.png', 0.31282924306473975
123, 124, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0124.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0125.png', 0.2925646599491831
124, 125, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0125.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0126.png', 0.39379295190079855
125, 126, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0126.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0127.png', 0.3950179144703071
126, 127, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0127.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0128.png', 0.4142127238301822
127, 128, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0128.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0129.png', 0.3881892281333355
128, 129, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0129.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/2/mmaps/map0130.png', 0.31244519395082393
