0, 1, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00002.png', 6.263422397396448
25, 26, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00026.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00027.png', 5.65611356897013
26, 27, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00027.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00028.png', 5.845859887011685
27, 28, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00028.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00029.png', 5.103768207670819
28, 29, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00029.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00030.png', 5.3755902836453915
29, 30, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00030.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00031.png', 6.2009648199878376
30, 31, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00031.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00032.png', 6.149795794083756
31, 32, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00032.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00033.png', 4.305388619848491
32, 33, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00033.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00034.png', 6.832295141898034
33, 34, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00034.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00035.png', 6.021697569707467
34, 35, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00035.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00036.png', 5.300346099230485
35, 36, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00036.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00037.png', 4.4774256823839105
36, 37, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00037.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00038.png', 5.556218236941256
37, 38, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00038.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00039.png', 5.494198699268691
38, 39, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00039.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00040.png', 4.464282648774222
39, 40, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00040.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00041.png', 4.451788608455801
40, 41, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00041.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00042.png', 4.224181053866898
41, 42, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00042.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00043.png', 4.391684893441576
42, 43, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00043.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00044.png', 4.268626406432137
43, 44, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00044.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00045.png', 4.810161009394103
44, 45, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00045.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00046.png', 5.47743429815539
45, 46, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00046.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00047.png', 4.376981838903217
46, 47, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00047.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00048.png', 4.597976110019411
47, 48, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00048.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00049.png', 4.044128201633524
48, 49, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00049.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00050.png', 4.043889335755139
49, 50, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00050.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00051.png', 4.078972401708613
50, 51, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00051.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00052.png', 3.522350141901983
51, 52, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00052.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00053.png', 3.446157998002995
52, 53, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00053.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00054.png', 3.2206947215566113
53, 54, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00054.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00055.png', 3.7555966509581404
54, 55, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00055.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00056.png', 4.4537097896973314
55, 56, './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00056.png', './GTEA61/flow_y_processed/S1/scoop_coffee,spoon/1/flow_y_00057.png', 3.5405828921560545
