0, 1, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0002.png', 0.21027200202643556
18, 19, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0019.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0020.png', 0.2252160191445736
19, 20, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0020.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0021.png', 0.21744619994250503
20, 21, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0021.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0022.png', 0.24252044594567765
21, 22, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0022.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0023.png', 0.1935559179677461
22, 23, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0023.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0024.png', 0.2232636589240598
23, 24, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0024.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0025.png', 0.2274445005100398
24, 25, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0025.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0026.png', 0.20947812024573073
25, 26, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0026.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0027.png', 0.24428825148711558
26, 27, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0027.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0028.png', 0.21206427666633848
27, 28, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0028.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0029.png', 0.2282122251270604
28, 29, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0029.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0030.png', 0.20645877789804376
29, 30, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0030.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0031.png', 0.21777562566204967
30, 31, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0031.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0032.png', 0.22699953373343754
31, 32, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0032.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0033.png', 0.22428139108396422
32, 33, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0033.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0034.png', 0.21711657105961032
33, 34, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0034.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0035.png', 0.19368527720801468
34, 35, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0035.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0036.png', 0.20624845279083165
35, 36, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0036.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0037.png', 0.20253274869089824
36, 37, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0037.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0038.png', 0.22244809196424786
37, 38, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0038.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0039.png', 0.18848483907434394
38, 39, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0039.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0040.png', 0.15113591754242497
39, 40, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0040.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0041.png', 0.16023632612128616
40, 41, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0041.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0042.png', 0.1650167615208931
41, 42, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0042.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0043.png', 0.1560122510996071
42, 43, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0043.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0044.png', 0.14548979513333618
43, 44, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0044.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0045.png', 0.15080578462982097
44, 45, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0045.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0046.png', 0.16051346971818917
45, 46, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0046.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0047.png', 0.1758215322267653
46, 47, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0047.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0048.png', 0.17232220809630475
47, 48, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0048.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0049.png', 0.14782345605869837
48, 49, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0049.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0050.png', 0.14687244499672394
49, 50, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0050.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0051.png', 0.16336757195238782
50, 51, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0051.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0052.png', 0.15207780709758692
51, 52, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0052.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0053.png', 0.1314118388497798
52, 53, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0053.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0054.png', 0.16729768032830103
53, 54, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0054.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0055.png', 0.15596561404497528
54, 55, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0055.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0056.png', 0.166523413427436
55, 56, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0056.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0057.png', 0.175016255742624
56, 57, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0057.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0058.png', 0.18617067699785161
57, 58, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0058.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0059.png', 0.15512532324741354
58, 59, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0059.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0060.png', 0.1676616001075386
59, 60, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0060.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0061.png', 0.19635134505600527
60, 61, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0061.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0062.png', 0.17702693284023377
61, 62, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0062.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0063.png', 0.17827381564437925
62, 63, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0063.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0064.png', 0.16240283293432212
63, 64, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0064.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0065.png', 0.16675127162023945
64, 65, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0065.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0066.png', 0.19879016315132525
65, 66, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0066.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0067.png', 0.19316764174790696
66, 67, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0067.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0068.png', 0.16400961838637212
67, 68, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0068.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0069.png', 0.17662546658075548
68, 69, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0069.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/mmaps/map0070.png', 0.19411623622951085
