0, 1, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00002.png', 5.706252797677188
21, 22, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00022.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00023.png', 3.8543119038356046
22, 23, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00023.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00024.png', 4.1832473207025425
23, 24, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00024.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00025.png', 4.3327527690763485
24, 25, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00025.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00026.png', 3.812809952214879
25, 26, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00026.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00027.png', 3.876710917397849
26, 27, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00027.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00028.png', 4.1133926871756366
27, 28, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00028.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00029.png', 3.580668604050806
28, 29, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00029.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00030.png', 3.7025758736271275
29, 30, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00030.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00031.png', 3.658977530355568
30, 31, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00031.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00032.png', 3.1764393669858717
31, 32, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00032.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00033.png', 3.316040628994193
32, 33, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00033.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00034.png', 3.599532092756727
33, 34, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00034.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00035.png', 4.802169474728445
34, 35, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00035.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00036.png', 5.074882003213992
35, 36, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00036.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00037.png', 3.4493559095310187
36, 37, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00037.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00038.png', 4.035531836487831
37, 38, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00038.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00039.png', 4.169552588120877
38, 39, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00039.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00040.png', 3.951769420968181
39, 40, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00040.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00041.png', 3.9554046440702573
40, 41, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00041.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00042.png', 4.058543321583052
41, 42, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00042.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00043.png', 4.488158927111329
42, 43, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00043.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00044.png', 4.304551246188126
43, 44, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00044.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00045.png', 4.128451231694116
44, 45, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00045.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00046.png', 4.486633122657262
45, 46, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00046.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00047.png', 3.7071908640899
46, 47, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00047.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00048.png', 3.969422464498997
47, 48, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00048.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00049.png', 3.765880247842925
48, 49, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00049.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00050.png', 3.739607913938685
49, 50, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00050.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00051.png', 3.6838751093634086
50, 51, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00051.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00052.png', 4.2003090773451195
51, 52, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00052.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00053.png', 3.6934997864402157
52, 53, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00053.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00054.png', 4.461771448436345
53, 54, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00054.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00055.png', 5.132239646158847
54, 55, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00055.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00056.png', 4.7859933197533335
55, 56, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00056.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00057.png', 5.845505249129924
56, 57, './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00057.png', './GTEA61/flow_x_processed/S2/scoop_peanut,spoon/3/flow_x_00058.png', 5.77731080781236
