0, 1, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0002.png', 0.4602536133596505
12, 13, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0013.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0014.png', 0.39124356362925566
13, 14, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0014.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0015.png', 0.3293232641228767
14, 15, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0016.png', 0.32516416300826634
15, 16, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0017.png', 0.266819834329396
16, 17, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0018.png', 0.19600812075284962
17, 18, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0019.png', 0.247339330599324
18, 19, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0020.png', 0.3005600247560102
19, 20, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0021.png', 0.39155126371794147
20, 21, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0022.png', 0.34568546169741776
21, 22, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0023.png', 0.36227353186593486
22, 23, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0024.png', 0.3458178124323628
23, 24, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0025.png', 0.34783268556042957
24, 25, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0026.png', 0.35994903724260024
25, 26, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0027.png', 0.3446256419783644
26, 27, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0028.png', 0.3273154019329997
27, 28, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0029.png', 0.32806486127304413
28, 29, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0030.png', 0.35174470403150215
29, 30, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0031.png', 0.3361822141885145
30, 31, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0032.png', 0.2817839504032647
31, 32, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0033.png', 0.2421662143931858
32, 33, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0034.png', 0.16838859662494493
33, 34, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0035.png', 0.1509473001970896
34, 35, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0036.png', 0.1808022789662162
35, 36, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0037.png', 0.07788783565646694
36, 37, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0038.png', 0.10183447844600747
37, 38, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0039.png', 0.10242093011037455
38, 39, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0040.png', 0.08939147092424196
39, 40, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0041.png', 0.11436631290843007
40, 41, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0042.png', 0.12156704604138512
41, 42, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0043.png', 0.07266863818896668
42, 43, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0044.png', 0.10097970331411908
43, 44, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0045.png', 0.08588417081257922
44, 45, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0046.png', 0.08352408663940636
45, 46, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0047.png', 0.09683635083227671
46, 47, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0048.png', 0.09181852615329773
47, 48, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0049.png', 0.09721509348808692
48, 49, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0050.png', 0.08069067307213426
49, 50, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0051.png', 0.1107401090191017
50, 51, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0052.png', 0.10242093011037455
51, 52, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0053.png', 0.08772614547311774
52, 53, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0054.png', 0.07002247770109901
53, 54, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0055.png', 0.08086142510836422
54, 55, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0056.png', 0.10496867005875359
55, 56, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0057.png', 0.11198735157349293
56, 57, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0058.png', 0.09286103166496261
57, 58, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0059.png', 0.09022091349033245
58, 59, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0060.png', 0.12055379851883796
59, 60, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0061.png', 0.12267859983071311
60, 61, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0062.png', 0.1061830436974721
61, 62, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0063.png', 0.09996193027971716
62, 63, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0064.png', 0.1381209123976988
63, 64, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0065.png', 0.15235998637599624
64, 65, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0066.png', 0.16231084809886132
65, 66, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0067.png', 0.09088294371392706
66, 67, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0068.png', 0.0776578582081882
67, 68, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0069.png', 0.08273337732054548
68, 69, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0070.png', 0.07621638952953567
69, 70, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0071.png', 0.12388763746118897
70, 71, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0072.png', 0.08621987523428147
71, 72, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0073.png', 0.06931251885074807
72, 73, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0074.png', 0.05037657998824488
73, 74, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0075.png', 0.06247170737542448
74, 75, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0076.png', 0.035634628594200225
75, 76, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0077.png', 0.057682908729087365
76, 77, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0078.png', 0.06283628244390682
77, 78, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0079.png', 0.05575299932832995
78, 79, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0080.png', 0.09990828060705953
79, 80, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0081.png', 0.0849871984843609
80, 81, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0082.png', 0.06537386385144092
81, 82, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0083.png', 0.10033724590824075
82, 83, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0084.png', 0.1205030670364095
83, 84, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0085.png', 0.12408878493302
84, 85, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0086.png', 0.1588017432676011
85, 86, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0087.png', 0.14304751773751068
86, 87, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0088.png', 0.10140735186344621
87, 88, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0089.png', 0.11662788959057581
88, 89, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0090.png', 0.1227794945366974
89, 90, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0091.png', 0.11652538186178321
90, 91, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0092.png', 0.11141621884883637
91, 92, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0093.png', 0.10565555974656646
92, 93, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0094.png', 0.11379880100378745
93, 94, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0095.png', 0.11410845890714064
94, 95, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0096.png', 0.11001060589674763
95, 96, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0097.png', 0.09275144931807935
96, 97, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0098.png', 0.1043334452662114
97, 98, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0099.png', 0.08425650532748996
98, 99, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0100.png', 0.06434975698056714
99, 100, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0101.png', 0.08711334393526748
100, 101, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0102.png', 0.09877971066018391
101, 102, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0103.png', 0.09780941133513724
102, 103, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0104.png', 0.09732322832063486
103, 104, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0105.png', 0.09302533712915662
104, 105, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0106.png', 0.085548107230653
105, 106, './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/mmaps/map0107.png', 0.10226108572492922
