0, 1, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00002.png', 5.2330445778320405
26, 27, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00027.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00028.png', 4.760103793535321
27, 28, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00028.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00029.png', 5.269619927254124
28, 29, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00029.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00030.png', 4.512748271968546
29, 30, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00030.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00031.png', 5.183923787278232
30, 31, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00031.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00032.png', 4.7575309596291815
31, 32, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00032.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00033.png', 4.446050391007191
32, 33, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00033.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00034.png', 4.667667657027779
33, 34, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00034.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00035.png', 4.623925921254627
34, 35, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00035.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00036.png', 4.302129433798768
35, 36, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00036.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00037.png', 3.987968326682311
36, 37, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00037.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00038.png', 4.597888519061284
37, 38, './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00038.png', './GTEA61/flow_x_processed/S1/scoop_sugar,spoon/3/flow_x_00039.png', 4.709583149190507
