0, 1, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0002.png', 0.23900757647088725
28, 29, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0030.png', 0.14582393968638438
29, 30, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0031.png', 0.14472507092849213
30, 31, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0032.png', 0.16442189477098235
31, 32, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0033.png', 0.17024643160887645
32, 33, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0034.png', 0.17524007872380484
33, 34, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0034.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0035.png', 0.17925126856325116
34, 35, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0035.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0036.png', 0.1537682185293534
35, 36, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0036.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0037.png', 0.14900933199022945
36, 37, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0037.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0038.png', 0.031645590631186035
37, 38, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0038.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0039.png', 0.01895455514356647
38, 39, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0039.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0040.png', 0.028783589716592457
39, 40, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0040.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0041.png', 0.026010530839616283
40, 41, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0041.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0042.png', 0.026010530839616283
41, 42, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0042.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0043.png', 0.009013185442534974
42, 43, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0043.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0044.png', -0.0
43, 44, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0044.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0045.png', -0.0
44, 45, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0045.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0046.png', -0.0
45, 46, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0046.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0047.png', 0.009013185442534974
46, 47, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0047.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0048.png', 0.016256193458082116
47, 48, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0048.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0049.png', 0.00874590784647976
48, 49, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0049.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0050.png', -0.0
49, 50, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0050.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0051.png', 0.009013185442534974
50, 51, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0051.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0052.png', 0.009013185442534974
51, 52, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0052.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0053.png', -0.0
52, 53, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0053.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0054.png', 0.006649803405763776
53, 54, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0054.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0055.png', 0.2352332486525696
54, 55, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0055.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0056.png', 0.22436272708057214
55, 56, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0056.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0057.png', 0.20595385512576367
56, 57, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0057.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/mmaps/map0058.png', 0.24928650141975725
