0, 1, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0002.png', 5.56051063838514
12, 13, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0014.png', 4.5938288392639635
13, 14, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0015.png', 4.678441126739431
14, 15, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0016.png', 3.936531249971385
15, 16, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0017.png', 4.53938524015208
16, 17, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0018.png', 5.147323485387686
17, 18, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0019.png', 5.441761118532828
18, 19, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0020.png', 6.16371664920453
19, 20, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0021.png', 5.882562224263242
20, 21, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0022.png', 5.635191256990859
21, 22, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0023.png', 6.535386321717273
22, 23, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0024.png', 5.963986791796938
23, 24, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0025.png', 6.14562190878073
24, 25, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0026.png', 6.689837762328273
25, 26, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0027.png', 6.4764934149304825
26, 27, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0028.png', 5.192273271119559
27, 28, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0029.png', 6.551128246985069
28, 29, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0030.png', 7.0077281733196335
29, 30, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0031.png', 5.035007201126587
30, 31, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0032.png', 5.296996279182655
31, 32, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0033.png', 5.163737374429936
32, 33, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0034.png', 5.481043418466402
33, 34, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0035.png', 5.795816453118515
34, 35, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0036.png', 4.895760918425544
35, 36, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0037.png', 4.912088267014031
36, 37, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0038.png', 4.668375643366488
37, 38, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0039.png', 4.8472425848037295
38, 39, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0040.png', 5.236505538115716
39, 40, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0041.png', 4.350662467425176
40, 41, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0042.png', 4.677438265908925
41, 42, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0043.png', 4.555219463443785
42, 43, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0044.png', 4.547746291256233
43, 44, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0045.png', 5.129913081700346
44, 45, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0046.png', 4.584928534814692
45, 46, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0047.png', 5.504032640059421
46, 47, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0048.png', 5.286439379577279
47, 48, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0049.png', 4.797645744986901
48, 49, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0050.png', 5.237653024783293
49, 50, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0051.png', 5.270386950981278
50, 51, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0052.png', 4.877334158131198
51, 52, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0053.png', 5.0629331911568975
52, 53, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0054.png', 4.875470131392674
53, 54, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0055.png', 4.807804037998238
54, 55, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0056.png', 5.108262045893799
55, 56, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0057.png', 4.522872253215423
56, 57, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0058.png', 4.681005202603656
57, 58, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0059.png', 5.067434624160379
58, 59, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0060.png', 4.6603234229937485
59, 60, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0061.png', 4.6204228831105745
60, 61, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0062.png', 4.820714009442296
61, 62, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0063.png', 4.668997417862284
62, 63, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0064.png', 4.602499296092605
63, 64, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0065.png', 4.424503286515564
64, 65, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0066.png', 4.911801771749575
65, 66, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0067.png', 4.6164726665133715
66, 67, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0068.png', 4.969241267288711
67, 68, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0069.png', 4.448223921071078
68, 69, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0070.png', 5.038119615657464
69, 70, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0071.png', 4.707366395110849
70, 71, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0072.png', 4.979041762783244
71, 72, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0073.png', 4.568816811252897
72, 73, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0074.png', 5.31951436187792
73, 74, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0075.png', 4.8567867993201315
74, 75, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0076.png', 5.250130856607575
75, 76, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0077.png', 5.453760635700738
76, 77, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0078.png', 5.79566472399704
77, 78, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0079.png', 6.036104360165228
78, 79, './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/pour_mustard,hotdog,bread/1/rgb/rgb0080.png', 6.533728575051838
