0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0002.png', 0.17640228566987814
78, 79, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0079.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0080.png', 0.012554960477583078
79, 80, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0080.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0081.png', 0.25204002608492265
80, 81, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0081.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0082.png', 0.2541253560125069
81, 82, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0082.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0083.png', 0.2583498211072398
82, 83, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0083.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0084.png', 0.2511107520437417
83, 84, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0084.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0085.png', 0.34316543715839387
84, 85, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0085.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0086.png', 0.35546951542751537
85, 86, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0086.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0087.png', 0.33446617182723937
86, 87, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0087.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0088.png', 0.3308503023211696
87, 88, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0088.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0089.png', 0.3269744369479339
88, 89, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0089.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0090.png', 0.3191486788484771
89, 90, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0090.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0091.png', 0.34961092670081795
90, 91, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0091.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0092.png', 0.3151980092156079
91, 92, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0092.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0093.png', 0.33839594275950563
92, 93, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0093.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0094.png', 0.33402798734665995
93, 94, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0094.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0095.png', 0.34313221082378353
94, 95, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0095.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0096.png', 0.23999657368235205
95, 96, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0096.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0097.png', 0.15085296149499847
96, 97, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0097.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0098.png', 0.10707799918206455
97, 98, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0098.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0099.png', 0.04380853449793431
98, 99, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0099.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0100.png', 0.01761472349509604
99, 100, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0100.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0101.png', 0.014138020193311689
100, 101, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0101.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0102.png', 0.016897938532761256
101, 102, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0102.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0103.png', -0.0
102, 103, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0103.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0104.png', -0.0
103, 104, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0104.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0105.png', -0.0
104, 105, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0105.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0106.png', -0.0
105, 106, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0106.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0107.png', -0.0
106, 107, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0107.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0108.png', -0.0
107, 108, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0108.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0109.png', -0.0
108, 109, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0109.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0110.png', -0.0
109, 110, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0110.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0111.png', -0.0
110, 111, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0111.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0112.png', 0.01187837230728718
111, 112, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0112.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0113.png', 0.1370994788998177
112, 113, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0113.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0114.png', 0.11472701281595034
113, 114, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0114.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0115.png', 0.14730065532317813
114, 115, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0115.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0116.png', 0.1412187503423993
115, 116, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0116.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0117.png', 0.1411705194345596
116, 117, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0117.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0118.png', 0.12629472123586288
117, 118, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0118.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0119.png', 0.13651468778800208
118, 119, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0119.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0120.png', 0.13933369425182657
119, 120, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0120.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0121.png', 0.13175728269683598
120, 121, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0121.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0122.png', 0.14644381520957778
121, 122, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0122.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0123.png', 0.165519518482796
122, 123, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0123.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0124.png', 0.1192326239715587
123, 124, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0124.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0125.png', 0.10210116868332918
124, 125, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0125.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0126.png', 0.05468786720383052
125, 126, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0126.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0127.png', 0.02541939747089875
126, 127, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0127.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0128.png', 0.010591868221122576
127, 128, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0128.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0129.png', 0.2423236783234128
128, 129, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0129.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0130.png', 0.2570857541931742
129, 130, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0130.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0131.png', 0.3334882569823535
130, 131, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0131.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0132.png', 0.3510889333995709
131, 132, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0132.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0133.png', 0.3561857924220755
132, 133, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0133.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0134.png', 0.36788772160928146
133, 134, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0134.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0135.png', 0.36801546146877334
134, 135, './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0135.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/mmaps/map0136.png', 0.36919582687348634
