0, 1, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0002.png', 0.09759341546332449
16, 17, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0017.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0018.png', 0.14615782823536697
17, 18, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0018.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0019.png', 0.18173052949863694
18, 19, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0019.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0020.png', 0.17680393716199508
19, 20, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0020.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0021.png', 0.1635511043765365
20, 21, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0021.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0022.png', 0.16014390774704587
21, 22, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0022.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0023.png', 0.18481209931249215
22, 23, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0023.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0024.png', 0.1398662218030909
23, 24, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0024.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0025.png', 0.1333327742400445
24, 25, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0025.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0026.png', 0.17456829715522
25, 26, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0026.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0027.png', 0.14644381520957778
26, 27, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0028.png', 0.13490229099241038
27, 28, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0029.png', 0.11565295145636462
28, 29, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0030.png', 0.11467550533614673
29, 30, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0031.png', 0.1307200770806465
30, 31, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0032.png', 0.12333395447064924
31, 32, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0033.png', 0.1694316951567162
32, 33, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0034.png', 0.15708358056606125
33, 34, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0035.png', 0.17707151964902923
34, 35, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0036.png', 0.16983923853753566
35, 36, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0037.png', 0.17151102556480471
36, 37, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0038.png', 0.16593046309302806
37, 38, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0039.png', 0.14198970716271364
38, 39, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0040.png', 0.1455375457706973
39, 40, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0041.png', 0.17702693284023377
40, 41, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0042.png', 0.18071378231834598
41, 42, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0043.png', 0.13057169022750909
42, 43, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0044.png', 0.11897803513970043
43, 44, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0045.png', 0.13563596952154616
44, 45, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0046.png', 0.1090705447284074
45, 46, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0047.png', 0.13086841012878653
46, 47, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0048.png', 0.12141522622652154
47, 48, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0049.png', 0.12519327872530792
48, 49, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0050.png', 0.1148300067318673
49, 50, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0051.png', 0.1411705194345596
50, 51, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0052.png', 0.1043334452662114
51, 52, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0053.png', 0.12977938185682286
52, 53, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0054.png', 0.10049797143106448
53, 54, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0055.png', 0.10791829477644117
54, 55, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0056.png', 0.13111551251258388
55, 56, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0057.png', 0.10438642387918333
56, 57, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0058.png', 0.09482735540173026
57, 58, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0059.png', 0.095969062874824
58, 59, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0060.png', 0.09176356582587024
59, 60, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0061.png', 0.10823290565872554
60, 61, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0062.png', 0.08627579117180038
61, 62, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0063.png', 0.11673036981450681
62, 63, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0064.png', 0.11203922929097093
63, 64, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0065.png', 0.11851935219671625
64, 65, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0066.png', 0.11084420626873995
65, 66, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0067.png', 0.11642284659851633
66, 67, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0068.png', 0.11549878525941353
67, 68, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0069.png', 0.10491577778428489
68, 69, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0070.png', 0.10969751927575908
69, 70, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0071.png', 0.10922738882029967
70, 71, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0072.png', 0.14957742121646947
71, 72, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0073.png', 0.19583642183959005
72, 73, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0074.png', 0.2019391515481981
73, 74, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0075.png', 0.1919577600443435
74, 75, './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/3/mmaps/map0076.png', 0.13909141540041553
