0, 1, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00002.png', 6.315310704613988
22, 23, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00023.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00024.png', 3.8878983020186966
23, 24, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00024.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00025.png', 4.855599419945552
24, 25, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00025.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00026.png', 4.85003981646095
25, 26, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00026.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00027.png', 4.314299762869483
26, 27, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00027.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00028.png', 3.833775587652663
27, 28, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00028.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00029.png', 5.483378059069602
28, 29, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00029.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00030.png', 4.572053171038285
29, 30, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00030.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00031.png', 4.942844653050785
30, 31, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00031.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00032.png', 4.1151130684963535
31, 32, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00032.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00033.png', 4.540885735459042
32, 33, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00033.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00034.png', 3.897011599826827
33, 34, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00034.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00035.png', 4.440486620693309
34, 35, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00035.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00036.png', 5.221099704658666
35, 36, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00036.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00037.png', 4.0357685175307445
36, 37, './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00037.png', './GTEA61/flow_y_processed/S3/put_bread,bread/2/flow_y_00038.png', 4.694752579707434
