0, 1, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0002.png', 5.81892349986938
81, 82, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0083.png', 5.212237273023113
82, 83, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0084.png', 5.121896340282034
83, 84, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0085.png', 5.4898938069073715
84, 85, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0086.png', 5.687376995402902
85, 86, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0087.png', 5.658527870378225
86, 87, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0088.png', 5.485981337740337
87, 88, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0089.png', 5.676507068228021
88, 89, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0090.png', 5.542347800329843
89, 90, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0091.png', 5.513061669710342
90, 91, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0092.png', 5.43744490340455
91, 92, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0093.png', 5.353810538695092
92, 93, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0094.png', 5.341174731945306
93, 94, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0095.png', 5.538845224488415
94, 95, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0096.png', 5.592018849431763
95, 96, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0097.png', 5.557808992810538
96, 97, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0098.png', 5.597217728521532
97, 98, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0099.png', 5.6965864427778
98, 99, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0100.png', 5.7095216238280155
99, 100, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0101.png', 5.631274097640605
100, 101, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0102.png', 5.5630868935636615
101, 102, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0103.png', 5.50458461121474
102, 103, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0104.png', 5.417650444667296
103, 104, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0105.png', 5.294352860344125
104, 105, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0106.png', 4.929978093913147
105, 106, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0107.png', 4.485944638695267
106, 107, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0108.png', 4.849923100931882
107, 108, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0109.png', 4.752372793776362
108, 109, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0110.png', 4.874037124814064
109, 110, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0111.png', 5.21963761217254
110, 111, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0112.png', 5.267058540098508
111, 112, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0113.png', 5.464985648516494
112, 113, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0114.png', 5.443535324851077
113, 114, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0115.png', 5.565612015234603
114, 115, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0116.png', 5.5624621280496935
115, 116, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0117.png', 5.331582375056309
116, 117, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0118.png', 5.093896720664999
117, 118, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0119.png', 4.660045387360151
118, 119, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0120.png', 4.722415855214372
119, 120, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0121.png', 4.163679263695802
120, 121, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0122.png', 4.311867108650378
121, 122, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0123.png', 4.5608705516986445
122, 123, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0124.png', 4.831795990808046
123, 124, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0125.png', 4.983696368932353
124, 125, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0126.png', 5.0230206963710495
125, 126, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0127.png', 4.917965709790688
126, 127, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0128.png', 5.204830219332781
127, 128, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0129.png', 5.535551793593536
128, 129, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0130.png', 5.530230795107312
129, 130, './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/pour_mustard,hotdog,bread/1/rgb/rgb0131.png', 5.718838245965151
