0, 1, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0002.png', 5.631536877439197
14, 15, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0016.png', 5.672540630554892
15, 16, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0017.png', 5.601954692104409
16, 17, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0018.png', 5.229833486280942
17, 18, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0019.png', 4.286841442735373
18, 19, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0020.png', 4.644271037818568
19, 20, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0021.png', 4.8881776594429285
20, 21, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0022.png', 4.499719209971326
21, 22, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0023.png', 4.654652447454048
22, 23, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0024.png', 4.896072939138362
23, 24, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0025.png', 4.821615084772256
24, 25, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0026.png', 4.899136056705251
25, 26, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0027.png', 5.115671643490973
26, 27, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0028.png', 4.936013599538849
27, 28, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0029.png', 4.461303744336996
28, 29, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0030.png', 5.093021214909332
29, 30, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0031.png', 4.988879946375318
30, 31, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0032.png', 4.741857059476179
31, 32, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0033.png', 4.618076348705334
32, 33, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0034.png', 5.0336179254862925
33, 34, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0035.png', 4.426283077645679
34, 35, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0036.png', 4.540626623273082
35, 36, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0037.png', 4.627052469580319
36, 37, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0038.png', 4.314002191624264
37, 38, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0039.png', 4.802491821555955
38, 39, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0040.png', 4.744425593529193
39, 40, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0041.png', 4.773972332841112
40, 41, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0042.png', 4.8779730342129755
41, 42, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0043.png', 5.004715039297151
42, 43, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0044.png', 4.984478071102678
43, 44, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0045.png', 5.253840385569266
44, 45, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/rgb/rgb0046.png', 5.599030740000612
