0, 1, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0002.png', 6.02472995535771
13, 14, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0015.png', 5.920388898425241
14, 15, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0016.png', 5.543903204857745
15, 16, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0017.png', 5.52820359293685
16, 17, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0018.png', 5.5688953448379745
17, 18, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0019.png', 5.394673218787122
18, 19, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0020.png', 5.197993632991259
19, 20, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0021.png', 5.125570323626827
20, 21, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0022.png', 5.024074221335285
21, 22, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0023.png', 4.846136186537647
22, 23, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0024.png', 4.9400082382220765
23, 24, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0025.png', 4.995395729164983
24, 25, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0026.png', 5.130415165289916
25, 26, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0027.png', 4.8641936473366245
26, 27, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0028.png', 4.8029724831160285
27, 28, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0029.png', 4.711288746772811
28, 29, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0030.png', 4.9356437285953225
29, 30, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0031.png', 4.7115661162556455
30, 31, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0032.png', 4.433364094983568
31, 32, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0033.png', 4.499867672089708
32, 33, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0034.png', 4.487307051863642
33, 34, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0035.png', 4.3874266497023084
34, 35, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0036.png', 4.398206228509042
35, 36, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0037.png', 4.726226195998849
36, 37, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0038.png', 4.667572923110948
37, 38, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0039.png', 4.492348146881134
38, 39, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0040.png', 4.326222404872275
39, 40, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0041.png', 4.252853332771888
40, 41, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0042.png', 4.5281718911394995
41, 42, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0043.png', 4.8162323001431755
42, 43, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0044.png', 4.893517736052168
43, 44, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0045.png', 5.153950641833849
44, 45, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0046.png', 5.165129527278328
45, 46, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0047.png', 4.980875999365317
46, 47, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0048.png', 4.890964876169423
47, 48, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0049.png', 4.784457873829081
48, 49, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0050.png', 4.860208343248239
49, 50, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0051.png', 5.196732965767038
50, 51, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0052.png', 5.448960126167383
51, 52, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0053.png', 5.489135808737385
52, 53, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0054.png', 5.5109962229146925
53, 54, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0055.png', 5.395078791964881
54, 55, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0056.png', 5.005627306088052
55, 56, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0057.png', 5.131522916560674
56, 57, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0058.png', 5.343631686795433
57, 58, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0059.png', 5.500185418199144
58, 59, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0060.png', 5.489960397270762
59, 60, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0061.png', 5.594310496778992
60, 61, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0062.png', 5.295389476458685
61, 62, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0063.png', 4.8324097721560495
62, 63, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0064.png', 5.134911018560843
63, 64, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0065.png', 5.4584233869872785
64, 65, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0066.png', 5.714685023058036
65, 66, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0067.png', 5.845981775256803
66, 67, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0068.png', 5.760137779954506
67, 68, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0069.png', 5.773277335862466
68, 69, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0070.png', 5.426650266544017
69, 70, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0071.png', 4.910535583692612
70, 71, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0072.png', 5.3989072014074795
71, 72, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0073.png', 5.5881888287031565
72, 73, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0074.png', 5.5252362453106105
73, 74, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0075.png', 5.561253297003405
74, 75, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0076.png', 5.505490939616909
75, 76, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0077.png', 5.044908265823899
76, 77, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0078.png', 5.063115310557207
77, 78, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0079.png', 5.159389374031385
78, 79, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0080.png', 5.292472588117629
79, 80, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0081.png', 5.1745129981185025
80, 81, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0082.png', 4.787627467675853
81, 82, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0083.png', 5.102844955566046
82, 83, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0084.png', 5.370637347165675
83, 84, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0085.png', 5.1951248579544105
84, 85, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0086.png', 4.679073253616075
85, 86, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0087.png', 5.106371540221852
86, 87, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0088.png', 5.409489409469356
87, 88, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0089.png', 5.5467061543869995
88, 89, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0090.png', 5.704141133709462
89, 90, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0091.png', 5.596063129002542
90, 91, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0092.png', 5.361783174139495
91, 92, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0093.png', 5.128432131117847
92, 93, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0094.png', 5.2818169968573905
93, 94, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0095.png', 5.317203131859414
94, 95, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0096.png', 5.0955830508229365
95, 96, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0097.png', 4.817555173832679
96, 97, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0098.png', 4.894979951660628
97, 98, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0099.png', 5.1596440329826585
98, 99, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0100.png', 5.154166259356406
99, 100, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0101.png', 5.164015672820035
100, 101, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0102.png', 5.212562333658834
101, 102, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0103.png', 5.179390964051285
102, 103, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0104.png', 5.4556137124443405
103, 104, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0105.png', 5.7260108006634205
104, 105, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0106.png', 5.947948840333477
105, 106, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0107.png', 5.989452975282178
106, 107, './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/pour_chocolate,bread/1/rgb/rgb0108.png', 6.1767945263369155
