0, 1, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0002.png', 0.3701512567424241
25, 26, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0026.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0027.png', 0.15179544925269067
26, 27, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0027.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0028.png', 0.16638664533802372
27, 28, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0028.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0029.png', 0.16240283293432212
28, 29, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0030.png', 0.1509944620378777
29, 30, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0030.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0031.png', 0.12789143943965267
30, 31, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0031.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0032.png', 0.10901824844452561
31, 32, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0032.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0033.png', 0.11851935219671625
32, 33, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0033.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0034.png', 0.0924224839249358
33, 34, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0034.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0035.png', 0.07977835436813395
34, 35, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0035.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0036.png', 0.08228062642232184
35, 36, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0036.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0037.png', 0.0741861959520832
36, 37, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0037.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0038.png', 0.11673036981450681
37, 38, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0038.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0039.png', 0.013724506274630677
38, 39, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0039.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0040.png', 0.03100640907039409
39, 40, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0040.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0041.png', 0.03735427000019893
40, 41, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0041.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0042.png', 0.03494184813037535
41, 42, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0042.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0043.png', 0.021201217152635506
42, 43, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0043.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0044.png', 0.15217188667752568
43, 44, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0044.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0045.png', 0.23239552294937205
44, 45, './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0045.png', './GTEA61/processed_frames2/S4/scoop_coffee,spoon/3/mmaps/map0046.png', 0.26371972948276967
