0, 1, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00002.png', 5.069303314291001
13, 14, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00014.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00015.png', 4.355928238341125
14, 15, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00015.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00016.png', 4.249223830190077
15, 16, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00016.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00017.png', 5.127757234449565
16, 17, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00017.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00018.png', 4.666837155287778
17, 18, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00019.png', 4.873305533807361
18, 19, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00020.png', 5.146955772847628
19, 20, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00021.png', 4.419843590110011
20, 21, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00022.png', 4.9923308302005065
21, 22, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00023.png', 4.92151248836225
22, 23, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00024.png', 4.766552832535638
23, 24, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00025.png', 5.182160548466534
24, 25, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00026.png', 4.887812888932719
25, 26, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00027.png', 5.091019746210904
26, 27, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00028.png', 5.020182394236755
27, 28, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00029.png', 5.022171163972702
28, 29, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00030.png', 4.910463010421832
29, 30, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00031.png', 4.905005257352376
30, 31, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00032.png', 4.714946270900706
31, 32, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00033.png', 4.647598798950112
32, 33, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00034.png', 4.32454552543999
33, 34, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00035.png', 4.916577456811313
34, 35, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00036.png', 5.413632236349911
35, 36, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00037.png', 4.782319974971415
36, 37, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00038.png', 4.748322701421811
37, 38, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00039.png', 5.3545192108642325
38, 39, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00040.png', 4.857721982968199
39, 40, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00041.png', 5.665893318186242
40, 41, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00042.png', 5.5861076822086035
41, 42, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00043.png', 6.259360852552698
42, 43, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00044.png', 5.722785893739879
43, 44, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00045.png', 6.057602524722107
44, 45, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00046.png', 6.125908511018226
45, 46, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00047.png', 4.536929198395142
46, 47, './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S2/pour_chocolate,bread/1/flow_y_00048.png', 5.053039037197697
