0, 1, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0002.png', 0.328030814707734
21, 22, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0023.png', 0.1610211328077185
22, 23, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0024.png', 0.1507114158615057
23, 24, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0025.png', 0.15722313289533987
24, 25, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0026.png', 0.16074429512328164
25, 26, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0027.png', 0.1923469668840271
26, 27, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0028.png', 0.22424071850649638
27, 28, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0029.png', 0.19156825251788
28, 29, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0030.png', 0.16465077954131263
29, 30, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0031.png', 0.1862581995261171
30, 31, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0032.png', 0.1799165907713024
31, 32, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0033.png', 0.2349541204170414
32, 33, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0034.png', 0.25624148996235463
33, 34, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0035.png', 0.2435817980691482
34, 35, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0036.png', 0.26379553972984204
35, 36, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0037.png', 0.2649693292649482
36, 37, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0038.png', 0.22837371381496602
37, 38, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0039.png', 0.20964535287231162
38, 39, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0040.png', 0.22138600936388225
39, 40, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0041.png', 0.22228483068568797
40, 41, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0042.png', 0.1937714983459003
41, 42, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0043.png', 0.18300951966031637
42, 43, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0044.png', 0.17559797926901696
43, 44, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0045.png', 0.15301771256260827
44, 45, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0046.png', 0.1546578181269946
45, 46, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0047.png', 0.1890073132080771
46, 47, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0048.png', 0.19381460341122309
47, 48, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0049.png', 0.19883284587241132
48, 49, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0050.png', 0.15193665052160585
49, 50, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0051.png', 0.1104276413175523
50, 51, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0052.png', 0.06824408603369764
51, 52, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0053.png', 0.06326095934111614
52, 53, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0054.png', 0.0667530609157476
53, 54, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0055.png', 0.06100810391168596
54, 55, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0056.png', 0.10300640680117719
55, 56, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0057.png', 0.1404947146880198
56, 57, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0058.png', 0.12649465824833692
57, 58, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0059.png', 0.13441245361682322
58, 59, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0060.png', 0.1382180629357348
59, 60, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0061.png', 0.13057169022750909
60, 61, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0062.png', 0.13431441690153184
61, 62, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0063.png', 0.18278924134904567
62, 63, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0064.png', 0.2053641598826239
63, 64, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0065.png', 0.1447729056521956
64, 65, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0066.png', 0.15995901515578656
65, 66, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0067.png', 0.15995901515578656
66, 67, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0068.png', 0.14015641064434953
67, 68, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0069.png', 0.1488671953639618
68, 69, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0070.png', 0.15156001434703403
69, 70, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0071.png', 0.16171249998135287
70, 71, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0072.png', 0.2030410046791633
71, 72, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0073.png', 0.2486252158961545
72, 73, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0074.png', 0.24581585881490944
73, 74, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0075.png', 0.24913097436942083
74, 75, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0076.png', 0.24299240626117558
75, 76, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0077.png', 0.2303480882176876
76, 77, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0078.png', 0.2061222170218557
77, 78, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0079.png', 0.2096035497033268
78, 79, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0080.png', 0.19827769308371979
79, 80, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0081.png', 0.2168692158378902
80, 81, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0082.png', 0.19143834972429907
81, 82, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0083.png', 0.18146549442864676
82, 83, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0084.png', 0.15605888334852308
83, 84, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0085.png', 0.16037491881836918
84, 85, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0086.png', 0.17033687149012988
85, 86, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0087.png', 0.16097500475579501
86, 87, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0088.png', 0.14858278454978838
87, 88, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0089.png', 0.15019202858186878
88, 89, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0090.png', 0.15104161887440765
89, 90, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0091.png', 0.17164631856295853
90, 91, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0092.png', 0.1051801610044853
91, 92, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0093.png', 0.02856666363285629
92, 93, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0094.png', 0.026084236029257704
93, 94, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0095.png', 0.03199954288541912
94, 95, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0096.png', 0.008117133127105292
95, 96, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0097.png', 0.02272471348090405
96, 97, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0098.png', 0.01657762044765992
97, 98, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0099.png', 0.04087820373057579
98, 99, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0100.png', 0.03796917385030375
99, 100, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0101.png', 0.04314646881475358
100, 101, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0102.png', 0.06326095934111614
101, 102, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0103.png', 0.07644750425387747
102, 103, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0104.png', 0.042482132144591817
103, 104, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0105.png', 0.048123987193964365
104, 105, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0106.png', 0.0449946582378526
105, 106, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0107.png', 0.04870550715713873
106, 107, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0108.png', 0.051143503577204256
107, 108, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0109.png', 0.049285433497237165
108, 109, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0110.png', 0.056314925412372055
109, 110, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0110.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0111.png', 0.05811653250754102
110, 111, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0111.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0112.png', 0.048253352733437636
111, 112, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0112.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0113.png', 0.056314925412372055
112, 113, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0113.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0114.png', 0.04857641901383587
113, 114, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0114.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0115.png', 0.02377961204165078
114, 115, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0115.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0116.png', 0.03912485569251713
115, 116, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0116.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0117.png', 0.18327372361305846
116, 117, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0117.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0118.png', 0.21554804743688413
117, 118, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0118.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0119.png', 0.21658048981393643
118, 119, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0119.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0120.png', 0.2208541821340675
119, 120, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0120.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0121.png', 0.22695906418000736
120, 121, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0121.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0122.png', 0.249675132146355
121, 122, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0122.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0123.png', 0.2623154418447173
122, 123, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0123.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0124.png', 0.27427522486968
123, 124, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0124.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0125.png', 0.25838808268222413
124, 125, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0125.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0126.png', 0.2923480581894567
125, 126, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0126.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0127.png', 0.24858629265270069
126, 127, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0127.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0128.png', 0.24616779510376252
127, 128, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0128.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0129.png', 0.230669759987232
128, 129, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0129.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0130.png', 0.22554073014336104
129, 130, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0130.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0131.png', 0.21958385278703205
130, 131, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0131.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0132.png', 0.21616775281549255
131, 132, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0132.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0133.png', 0.25823502106425583
132, 133, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0133.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0134.png', 0.25211739700403274
133, 134, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0134.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0135.png', 0.23147311506033205
134, 135, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0135.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0136.png', 0.2077609070693524
135, 136, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0136.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0137.png', 0.1999413526090816
136, 137, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0137.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0138.png', 0.19776470971294108
137, 138, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0138.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0139.png', 0.18831055958951032
138, 139, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0139.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0140.png', 0.14462938565809297
139, 140, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0140.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0141.png', 0.14237466665684886
140, 141, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0141.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0142.png', 0.17528483083628177
141, 142, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0142.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0143.png', 0.18822339703754962
142, 143, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0143.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0144.png', 0.15958900622805133
143, 144, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0144.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0145.png', 0.12308202380090212
144, 145, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0145.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0146.png', 0.1323487977268058
145, 146, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0146.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0147.png', 0.12136460653475757
146, 147, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0147.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0148.png', 0.11963961826047574
147, 148, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0148.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0149.png', 0.11836633665179357
148, 149, './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0149.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/mmaps/map0150.png', 0.11084420626873995
