0, 1, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00002.png', 5.1321519549709445
65, 66, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00066.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00067.png', 4.785689770227856
66, 67, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00067.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00068.png', 4.387863399703421
67, 68, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00068.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00069.png', 4.000388341093095
68, 69, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00069.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00070.png', 4.712120431967717
69, 70, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00070.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00071.png', 5.57489586841133
70, 71, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00071.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00072.png', 6.502376726542571
71, 72, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00072.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00073.png', 5.640317351608914
72, 73, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00073.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00074.png', 5.981653944873478
73, 74, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00074.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00075.png', 5.888311765599489
74, 75, './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00075.png', './GTEA61/flow_y_processed/S4/stir_spoon,cup/3/flow_y_00076.png', 6.290885970564772
