0, 1, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00001.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00002.png', 4.8727958187784255
49, 50, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00050.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00051.png', 4.810120404542861
50, 51, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00051.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00052.png', 5.140091717447984
51, 52, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00052.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00053.png', 4.9341468563605915
52, 53, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00053.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00054.png', 5.326099670177824
53, 54, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00054.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00055.png', 5.133753230233796
54, 55, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00055.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00056.png', 5.0993850548171125
55, 56, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00056.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00057.png', 5.1959478128693535
56, 57, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00057.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00058.png', 4.90323642742817
57, 58, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00058.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00059.png', 5.572974546622037
58, 59, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00059.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00060.png', 5.01908699571629
59, 60, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00060.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00061.png', 4.711879339788415
60, 61, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00061.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00062.png', 4.675343243370962
61, 62, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00062.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00063.png', 5.119128707738419
62, 63, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00063.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00064.png', 4.546912222014065
63, 64, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00064.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00065.png', 4.60823289359863
64, 65, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00065.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00066.png', 4.988247241735948
65, 66, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00066.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00067.png', 5.277027577408085
66, 67, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00067.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00068.png', 5.1614342014078485
67, 68, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00068.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00069.png', 4.742074378282044
68, 69, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00069.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00070.png', 5.228786943665031
69, 70, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00070.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00071.png', 5.120618682522427
70, 71, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00071.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00072.png', 5.595282717828072
71, 72, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00072.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00073.png', 5.059869413948056
72, 73, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00073.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00074.png', 5.373596244442571
73, 74, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00074.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00075.png', 5.438479497799166
74, 75, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00075.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00076.png', 5.358932731321624
75, 76, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00076.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00077.png', 5.42244051876336
76, 77, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00077.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00078.png', 5.327794528001992
77, 78, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00078.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00079.png', 5.11929973073657
78, 79, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00079.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00080.png', 5.146462156356663
79, 80, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00080.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00081.png', 5.025420487204935
80, 81, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00081.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00082.png', 5.236731712237089
81, 82, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00082.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00083.png', 5.323652644033667
82, 83, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00083.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00084.png', 5.37389915052359
83, 84, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00084.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00085.png', 4.99983833761144
84, 85, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00085.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00086.png', 5.281175750681118
85, 86, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00086.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00087.png', 5.7310939277689235
86, 87, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00087.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00088.png', 5.0266668624876365
87, 88, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00088.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00089.png', 5.3589184569506765
88, 89, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00089.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00090.png', 5.022580652501391
89, 90, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00090.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00091.png', 4.775521178638787
90, 91, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00091.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00092.png', 4.730910624112179
91, 92, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00092.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00093.png', 5.2038465238977265
92, 93, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00093.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00094.png', 5.2779077622518935
93, 94, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00094.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00095.png', 5.039328377975182
94, 95, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00095.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00096.png', 5.165324538894869
95, 96, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00096.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00097.png', 5.217783191462903
96, 97, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00097.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00098.png', 5.269943457822209
97, 98, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00098.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00099.png', 4.712205462799825
98, 99, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00099.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00100.png', 4.958016020201627
99, 100, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00100.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00101.png', 5.05214287905927
100, 101, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00101.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00102.png', 5.5164783865868765
101, 102, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00102.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00103.png', 5.549351056873217
102, 103, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00103.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00104.png', 5.31610516598452
103, 104, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00104.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00105.png', 5.652187597804806
104, 105, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00105.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00106.png', 5.493049002463218
105, 106, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00106.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00107.png', 5.209848554968481
106, 107, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00107.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00108.png', 4.918574308018577
107, 108, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00108.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00109.png', 5.126092018938522
108, 109, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00109.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00110.png', 4.685068797483695
109, 110, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00110.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00111.png', 4.9017215573751844
110, 111, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00111.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00112.png', 5.470369926752627
111, 112, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00112.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00113.png', 5.603377685250596
112, 113, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00113.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00114.png', 5.11579437413572
113, 114, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00114.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00115.png', 5.686154127208219
114, 115, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00115.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00116.png', 4.8440926197711045
115, 116, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00116.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00117.png', 5.054941542285159
116, 117, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00117.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00118.png', 5.692957393772461
117, 118, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00118.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00119.png', 5.381112476641498
118, 119, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00119.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00120.png', 5.470068732608711
119, 120, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00120.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00121.png', 5.572228955700967
120, 121, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00121.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00122.png', 5.481886876128007
121, 122, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00122.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00123.png', 5.138696206230445
122, 123, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00123.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00124.png', 5.80546497138011
123, 124, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00124.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00125.png', 5.313172556636954
124, 125, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00125.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00126.png', 5.785737068350826
125, 126, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00126.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00127.png', 4.973084142345252
126, 127, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00127.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00128.png', 5.267762011762094
127, 128, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00128.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00129.png', 5.529887968295595
128, 129, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00129.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00130.png', 5.275683960692636
129, 130, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00130.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00131.png', 4.83457839647838
130, 131, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00131.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00132.png', 4.370174135630951
131, 132, './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00132.png', './GTEA61/flow_x_processed/S1/stir_spoon,cup/3/flow_x_00133.png', 4.651729696965931
