0, 1, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00002.png', 6.038597551523682
32, 33, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00033.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00034.png', 6.1759113482133605
33, 34, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00034.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00035.png', 5.031225397183018
34, 35, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00035.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00036.png', 4.833095671411633
35, 36, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00036.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00037.png', 6.683837105752502
36, 37, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00037.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00038.png', 4.590198194451476
37, 38, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00038.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00039.png', 6.558708527048279
38, 39, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00039.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00040.png', 5.780143553114178
39, 40, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00040.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00041.png', 4.841689558737178
40, 41, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00041.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00042.png', 6.028918305938239
41, 42, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00042.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00043.png', 5.30398618420215
42, 43, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00043.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00044.png', 5.376424164857903
43, 44, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00044.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00045.png', 5.944210952834192
44, 45, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00045.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00046.png', 5.7228981788512385
45, 46, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00046.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00047.png', 4.84768352202508
46, 47, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00047.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00048.png', 5.100434498352718
47, 48, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00048.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00049.png', 4.969008299350714
48, 49, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00049.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00050.png', 5.217731630586351
49, 50, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00050.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00051.png', 5.03934327251926
50, 51, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00051.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00052.png', 5.2973764969038575
51, 52, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00052.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00053.png', 5.6428051080376855
52, 53, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00053.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00054.png', 5.4298338527051175
53, 54, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00054.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00055.png', 5.116929817564009
54, 55, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00055.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00056.png', 5.094712285424522
55, 56, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00056.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00057.png', 5.021149952383218
56, 57, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00057.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00058.png', 6.235000339112074
57, 58, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00058.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00059.png', 5.4636512616676445
58, 59, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00059.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00060.png', 6.019491262904174
59, 60, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00060.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00061.png', 5.292944475383079
60, 61, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00061.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00062.png', 5.431087889240265
61, 62, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00062.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00063.png', 5.461365080941479
62, 63, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00063.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00064.png', 5.905916249739778
63, 64, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00064.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00065.png', 5.121100867964803
64, 65, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00065.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00066.png', 5.694512171296153
65, 66, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00066.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00067.png', 5.847357444612678
66, 67, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00067.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00068.png', 5.356826116533329
67, 68, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00068.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00069.png', 4.701569481612251
68, 69, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00069.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00070.png', 4.497069582314494
69, 70, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00070.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00071.png', 4.940878857442677
70, 71, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00071.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00072.png', 5.807030406682268
71, 72, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00072.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00073.png', 5.298221404567766
72, 73, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00073.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00074.png', 6.102115831141825
73, 74, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00074.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00075.png', 5.375461180568297
74, 75, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00075.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00076.png', 5.156614860767596
75, 76, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00076.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00077.png', 4.875965952720182
76, 77, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00077.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00078.png', 5.3561275006062905
77, 78, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00078.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00079.png', 5.236415408897305
78, 79, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00079.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00080.png', 6.231173930338355
79, 80, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00080.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00081.png', 6.496831244128221
80, 81, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00081.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00082.png', 6.061183941439784
81, 82, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00082.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00083.png', 6.05283634074637
82, 83, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00083.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00084.png', 5.059012375479032
83, 84, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00084.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00085.png', 4.696716459756639
84, 85, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00085.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00086.png', 5.052589075491039
85, 86, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00086.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00087.png', 5.1971593521994
86, 87, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00087.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00088.png', 5.244448334235448
87, 88, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00088.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00089.png', 4.920235900225952
88, 89, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00089.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00090.png', 4.039330362078338
89, 90, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00090.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00091.png', 5.6225665778427
90, 91, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00091.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00092.png', 5.857781947140182
91, 92, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00092.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00093.png', 5.3992809385693565
92, 93, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00093.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00094.png', 5.659413935734667
93, 94, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00094.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00095.png', 4.863183077023561
94, 95, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00095.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00096.png', 5.292283142905184
95, 96, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00096.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00097.png', 5.252990384048895
96, 97, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00097.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00098.png', 5.407380238783397
97, 98, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00098.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00099.png', 5.5502507834461365
98, 99, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00099.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00100.png', 5.220891654575001
99, 100, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00100.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00101.png', 5.285833747939198
100, 101, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00101.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00102.png', 5.415773306184447
101, 102, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00102.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00103.png', 5.22686980033013
102, 103, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00103.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00104.png', 6.048385908127776
103, 104, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00104.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00105.png', 6.806793957308404
104, 105, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00105.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00106.png', 7.079736953367344
105, 106, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00106.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00107.png', 6.037350728155041
106, 107, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00107.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00108.png', 6.484946284952516
107, 108, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00108.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00109.png', 6.702313703644689
108, 109, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00109.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00110.png', 6.567028038847726
109, 110, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00110.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00111.png', 5.831416094329469
110, 111, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00111.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00112.png', 4.914296794967942
111, 112, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00112.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00113.png', 5.800249920090692
112, 113, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00113.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00114.png', 6.119561746286077
113, 114, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00114.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00115.png', 6.247613422273055
114, 115, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00115.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00116.png', 7.537671545049793
115, 116, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00116.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00117.png', 5.6108991689932015
116, 117, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00117.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00118.png', 6.501326665696612
117, 118, './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00118.png', './GTEA61/flow_y_processed/S4/put_bread,bread/2/flow_y_00119.png', 6.133125005893899
