0, 1, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0002.png', 4.966235697390018
36, 37, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0038.png', 4.686773806553947
37, 38, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0039.png', 5.150170504796465
38, 39, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0040.png', 5.684761130456475
39, 40, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0041.png', 5.652164813745161
40, 41, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0042.png', 5.346613822903554
41, 42, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0043.png', 5.18616643823209
42, 43, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0044.png', 4.996728080839834
43, 44, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0045.png', 5.148111399357296
44, 45, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0046.png', 5.432477401026091
45, 46, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0047.png', 5.250159908709558
46, 47, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0048.png', 5.106372829135641
47, 48, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0049.png', 5.166514780289377
48, 49, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0050.png', 4.964360998763911
49, 50, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0051.png', 4.402897402380597
50, 51, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0052.png', 5.496676986017775
51, 52, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0053.png', 5.317949313836245
52, 53, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0054.png', 4.962973377611355
53, 54, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0055.png', 5.158152131674107
54, 55, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0056.png', 4.762384345649359
55, 56, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0057.png', 4.914738102064794
56, 57, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0058.png', 5.356848023974017
57, 58, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0059.png', 5.491052070516905
58, 59, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0060.png', 5.537577995523453
59, 60, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0061.png', 5.477513213287963
60, 61, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0062.png', 5.547242635208077
61, 62, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0063.png', 4.7097563882373015
62, 63, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0064.png', 5.057961960664318
63, 64, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0065.png', 5.360118149813707
64, 65, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0066.png', 5.338489822602161
65, 66, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0067.png', 5.573156107136378
66, 67, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0068.png', 5.1711026226484105
67, 68, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0069.png', 4.95299288820935
68, 69, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0070.png', 5.049672204562358
69, 70, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0071.png', 5.325732889188116
70, 71, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0072.png', 5.346147190376522
71, 72, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0073.png', 5.498396106959286
72, 73, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0074.png', 5.345138378715597
73, 74, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0075.png', 5.10189065787271
74, 75, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0076.png', 4.723725393645781
75, 76, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0077.png', 5.572579854800449
76, 77, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0078.png', 5.485805121972263
77, 78, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0079.png', 5.5567554556860905
78, 79, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0080.png', 5.455409200657097
79, 80, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0081.png', 4.946191418577465
80, 81, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0082.png', 4.834376116719115
81, 82, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0083.png', 5.1138918964836755
82, 83, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0084.png', 5.096382197662196
83, 84, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0085.png', 5.3926317723536785
84, 85, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0086.png', 5.543900281106004
85, 86, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0087.png', 5.4828075733725035
86, 87, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0088.png', 5.293590591080924
87, 88, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0089.png', 5.315716409267878
88, 89, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0090.png', 5.348346141149734
89, 90, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0091.png', 5.223489879099224
90, 91, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0092.png', 5.450306753366575
91, 92, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0093.png', 5.302272176075539
92, 93, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0094.png', 4.928264117074672
93, 94, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0095.png', 4.407232503549871
94, 95, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0096.png', 4.885305547865258
95, 96, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0097.png', 5.410924492320264
96, 97, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0098.png', 5.493269100753483
97, 98, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0099.png', 5.539615361528487
98, 99, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0100.png', 5.589812340570512
99, 100, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0101.png', 5.174404862586259
100, 101, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0102.png', 5.776176582210668
101, 102, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0103.png', 5.615397256079707
102, 103, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0104.png', 5.309070153910764
103, 104, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0105.png', 5.220278890689114
104, 105, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0106.png', 5.179756112300564
105, 106, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0107.png', 4.735393200190014
106, 107, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0108.png', 4.520148273856161
107, 108, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0109.png', 4.941325149677733
108, 109, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0110.png', 5.369402787226089
109, 110, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0111.png', 5.734360773137452
110, 111, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0112.png', 5.9218672348759265
111, 112, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0113.png', 5.666480521016528
112, 113, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0114.png', 5.334565049333054
113, 114, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0115.png', 5.512109918628991
114, 115, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0116.png', 5.457913610987229
115, 116, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0117.png', 4.970423228770626
116, 117, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0118.png', 4.9508787176155895
117, 118, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0119.png', 5.131035241935428
118, 119, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0120.png', 5.40652376023086
119, 120, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0121.png', 5.38316206227544
120, 121, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0122.png', 5.259567784409677
121, 122, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0123.png', 5.230051541500739
122, 123, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0124.png', 5.3268215223055115
123, 124, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0125.png', 5.301476226522888
124, 125, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0126.png', 4.493659290099879
125, 126, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0127.png', 5.504275520112951
126, 127, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0128.png', 5.618356413362741
127, 128, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0129.png', 5.260764533424567
128, 129, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0130.png', 5.210392432190045
129, 130, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0131.png', 5.188867727594968
130, 131, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0132.png', 4.583495220668458
131, 132, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0133.png', 4.4140082420030895
132, 133, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0134.png', 4.973407198865705
133, 134, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0135.png', 5.047351321144873
134, 135, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0136.png', 5.376061268751325
135, 136, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0137.png', 5.278409890674572
136, 137, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0138.png', 4.700433491087009
137, 138, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0139.png', 4.692299685687305
138, 139, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0140.png', 5.310510760082389
139, 140, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0141.png', 5.3572571150978545
140, 141, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0142.png', 5.320886502374418
141, 142, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0143.png', 5.06129718780254
142, 143, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0144.png', 4.395965544561517
143, 144, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0145.png', 4.875492483866328
144, 145, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0146.png', 5.351865575619575
145, 146, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0147.png', 5.070219646598722
146, 147, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0148.png', 5.225224883258592
