0, 1, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0002.png', 5.906277664605804
48, 49, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0050.png', 5.4463460503089385
49, 50, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0051.png', 4.927579468650393
50, 51, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0052.png', 5.410750183207089
51, 52, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0053.png', 5.107599852291913
52, 53, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0054.png', 5.06113893710488
53, 54, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0055.png', 5.225519644041432
54, 55, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0056.png', 5.079006714366747
55, 56, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0057.png', 4.752401731428787
56, 57, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0058.png', 5.283026589419981
57, 58, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0059.png', 5.448532934258244
58, 59, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0060.png', 5.49270808993902
59, 60, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0061.png', 5.727091895650272
60, 61, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0062.png', 5.2999297130827445
61, 62, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0063.png', 5.474248844849188
62, 63, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0064.png', 5.689149465847548
63, 64, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0065.png', 5.2503892069488005
64, 65, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0066.png', 4.899117945842283
65, 66, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0067.png', 4.949299492263567
66, 67, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0068.png', 4.930549960551586
67, 68, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0069.png', 4.672762855439961
68, 69, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0070.png', 5.322801858531998
69, 70, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0071.png', 5.159887464726673
70, 71, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0072.png', 5.211548935506316
71, 72, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0073.png', 5.365154323968856
72, 73, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0074.png', 5.166139892795692
73, 74, './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/spread_jam,spoon,bread/2/rgb/rgb0075.png', 5.205165281097873
