0, 1, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0002.png', 5.116797538491077
24, 25, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0026.png', 5.576727691481048
25, 26, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0027.png', 5.454410614231643
26, 27, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0028.png', 4.647957965639823
27, 28, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0029.png', 5.485853433530928
28, 29, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0030.png', 5.279907109459305
29, 30, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0031.png', 5.007005427396366
30, 31, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0032.png', 5.292145164289995
31, 32, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0033.png', 4.9158819845661785
32, 33, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0034.png', 4.5726517912577505
33, 34, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0035.png', 5.402625005007475
34, 35, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0036.png', 5.706351497470085
35, 36, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0037.png', 5.531433016585573
36, 37, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0038.png', 5.449724996707972
37, 38, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/2/rgb/rgb0039.png', 5.235758829863548
