0, 1, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0002.png', 0.41950351646007816
26, 27, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0028.png', 0.24432747283449985
27, 28, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0029.png', 0.23311632984734565
28, 29, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0030.png', 0.23849260261302593
29, 30, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0031.png', 0.24475872694251144
30, 31, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0032.png', 0.26915286533086197
31, 32, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0033.png', 0.257890482960487
32, 33, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0034.png', 0.25451069171208696
33, 34, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0035.png', 0.11770256575999052
34, 35, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0036.png', 0.09872587701689436
35, 36, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0037.png', 0.0947184187332334
36, 37, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0038.png', 0.08346767474653458
37, 38, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0039.png', 0.08442527932052224
38, 39, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0040.png', 0.08222398537032163
39, 40, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0041.png', 0.09351776514627641
40, 41, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0042.png', 0.1073408005773604
41, 42, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0043.png', 0.07989254610214284
42, 43, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0044.png', 0.09894116109046483
43, 44, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0045.png', 0.11436631290843007
44, 45, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0046.png', 0.13592908054477598
45, 46, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0047.png', 0.11611507530476972
46, 47, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0048.png', 0.1282896325976292
47, 48, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0049.png', 0.11596109637743997
48, 49, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0050.png', 0.12913449486390982
49, 50, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0051.png', 0.1337748009881646
50, 51, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0052.png', 0.10512729998128946
51, 52, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0053.png', 0.12474181103474972
52, 53, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0054.png', 0.2329162003662648
53, 54, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0055.png', 0.24671481474359983
54, 55, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0056.png', 0.3130386224097837
55, 56, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0057.png', 0.3756958853237893
56, 57, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0058.png', 0.41320275716657034
57, 58, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0059.png', 0.33426397139321584
58, 59, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0060.png', 0.3538385572770157
59, 60, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0061.png', 0.3834085102583443
60, 61, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0062.png', 0.3760427802809467
61, 62, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0063.png', 0.34901874267720756
62, 63, './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/put_bread,bread/1/mmaps/map0064.png', 0.35732363766881403
