0, 1, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00002.png', 4.981194282858096
14, 15, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00015.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00016.png', 4.984550003159063
15, 16, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00016.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00017.png', 5.575194222478475
16, 17, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00017.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00018.png', 5.641480534177552
17, 18, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00019.png', 5.600677187822209
18, 19, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00020.png', 4.600819157177189
19, 20, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00021.png', 5.514952568869064
20, 21, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00022.png', 4.732875012270231
21, 22, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00023.png', 4.190195606478786
22, 23, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00024.png', 4.784278975752732
23, 24, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00025.png', 6.045171869243602
24, 25, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00026.png', 6.453465897754222
25, 26, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00027.png', 6.215653099222364
26, 27, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00028.png', 5.777570841478917
27, 28, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00029.png', 6.276975524257872
28, 29, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00030.png', 5.384318256879879
29, 30, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00031.png', 4.761348434935446
30, 31, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00032.png', 4.729130224939466
31, 32, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00033.png', 4.998012081916732
32, 33, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00034.png', 4.88985089097666
33, 34, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00035.png', 4.756320665131404
34, 35, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00036.png', 4.439404892417658
35, 36, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00037.png', 4.130936634744555
36, 37, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00038.png', 5.585925617722816
37, 38, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00039.png', 5.58451768218627
38, 39, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00040.png', 4.943487281240352
39, 40, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00041.png', 5.340406570373725
40, 41, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00042.png', 6.027938824216481
41, 42, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00043.png', 5.329174599972868
42, 43, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00044.png', 4.772251384450485
43, 44, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00045.png', 5.390142098379504
44, 45, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00046.png', 4.154733222071103
45, 46, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00047.png', 5.318920536684183
46, 47, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00048.png', 4.788203664712306
47, 48, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00049.png', 6.1409205253267745
48, 49, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00050.png', 5.403446308203478
49, 50, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00051.png', 5.1110303648421915
50, 51, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00052.png', 5.306463602151607
51, 52, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00053.png', 4.800983712817987
52, 53, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00054.png', 4.581732871297111
53, 54, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00055.png', 5.681070689343324
54, 55, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00056.png', 5.38913511442841
55, 56, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00057.png', 5.0618443706066225
56, 57, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00058.png', 5.543221184887613
57, 58, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00059.png', 4.987722858781395
58, 59, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00060.png', 5.387200077554815
59, 60, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00061.png', 5.834974597623676
60, 61, './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S1/pour_chocolate,bread/1/flow_y_00062.png', 6.343099015885517
