0, 1, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0002.png', 0.3109765925330503
14, 15, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0015.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0016.png', 0.22322290979355353
15, 16, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0016.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0017.png', 0.22036279779932774
16, 17, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0017.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0018.png', 0.08459396164489305
17, 18, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0018.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0019.png', 0.07143690557092393
18, 19, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0019.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0020.png', 0.05953583176039361
19, 20, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0020.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0021.png', 0.019189173506139693
20, 21, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0022.png', 0.011963293072621251
21, 22, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0023.png', 0.022875979046570613
22, 23, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0024.png', 0.03993618049242764
23, 24, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0025.png', 0.03659975561900768
24, 25, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0026.png', 0.04492894820078221
25, 26, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0027.png', 0.04067674541450932
26, 27, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0028.png', 0.05481343182280297
27, 28, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0029.png', 0.045060346664968706
28, 29, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0030.png', 0.03830986032890874
29, 30, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0031.png', 0.10718314260613289
30, 31, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0032.png', 0.29429465694774626
31, 32, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0032.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0033.png', 0.43703695469677784
32, 33, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0033.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/mmaps/map0034.png', 0.4463022479697313
