0, 1, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00002.png', 6.093313818156908
17, 18, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00019.png', 5.120882065983523
18, 19, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00020.png', 6.445246491412718
19, 20, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00021.png', 5.353948919094072
20, 21, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00022.png', 5.402467528659431
21, 22, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00023.png', 5.435679293853182
22, 23, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00024.png', 5.1947827567535265
23, 24, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00025.png', 4.9550154117114396
24, 25, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00026.png', 4.596120968031506
25, 26, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00027.png', 4.968595394480843
26, 27, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00028.png', 4.967861663717676
27, 28, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00029.png', 4.886758112434971
28, 29, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00030.png', 4.84676074877473
29, 30, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00031.png', 5.277101179155789
30, 31, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00032.png', 5.039027065956636
31, 32, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00033.png', 4.827326605885317
32, 33, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00034.png', 5.164461703285827
33, 34, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00035.png', 5.261583577889664
34, 35, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00036.png', 5.768548074195472
35, 36, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00037.png', 5.4803372289881676
36, 37, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00038.png', 5.503729019812596
37, 38, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00039.png', 6.0817033917978325
38, 39, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00040.png', 6.186313756262406
39, 40, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00041.png', 6.097820933237486
40, 41, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00042.png', 5.094605241938419
41, 42, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00043.png', 5.461497153494333
42, 43, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00044.png', 5.549236103617103
43, 44, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00045.png', 6.2026006459205325
44, 45, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00046.png', 5.929348441041366
45, 46, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00047.png', 5.660874533461539
46, 47, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00048.png', 4.337193096200133
47, 48, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00049.png', 4.971489505658015
48, 49, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00050.png', 5.578028276699174
49, 50, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00051.png', 5.359498142990865
50, 51, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00052.png', 5.020082645886166
51, 52, './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S4/put_bread,cheese,bread/1/flow_y_00053.png', 4.869485895217536
