0, 1, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0002.png', 0.08983410491134762
16, 17, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0018.png', 0.024899940696588276
17, 18, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0019.png', 0.029144403890329913
18, 19, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0020.png', 0.009279209349486487
19, 20, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0021.png', 0.01816859077623906
20, 21, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0022.png', 0.012723138538977018
21, 22, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0023.png', 0.02805920752185529
22, 23, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0024.png', 0.030078339594110798
23, 24, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0025.png', 0.03830986032890874
24, 25, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0026.png', 0.03375740212390105
25, 26, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0027.png', 0.03333728874940131
26, 27, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', 0.03136184071339305
27, 28, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', 0.05361778006341472
28, 29, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', 0.05069645946453643
29, 30, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', 0.030293022442390648
30, 31, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', 0.024825560723691884
31, 32, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', 0.04221575224090396
32, 33, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', 0.07184808788646455
33, 34, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', 0.04617377922168481
34, 35, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', 0.04492894820078221
35, 36, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', 0.030578784847597566
36, 37, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', 0.038513958246710514
37, 38, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', 0.03973368853692165
38, 39, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', 0.03878572555151881
39, 40, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', 0.044797463147065036
40, 41, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', 0.0436763010747123
41, 42, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', 0.04909230040194428
42, 43, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', 0.0836932604417557
43, 44, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', 0.07453525158919183
44, 45, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', 0.059104749602980095
45, 46, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', 0.08278992412318867
46, 47, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', 0.08772614547311774
47, 48, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', 0.08916992603893618
48, 49, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', 0.07325327929075631
49, 50, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', 0.1334801689052919
50, 51, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', 0.30272871539129315
51, 52, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', 0.3345335572930655
52, 53, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', 0.3626601117192679
53, 54, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', 0.3547850308389737
54, 55, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', 0.3486895085284991
55, 56, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', 0.3991043514907571
56, 57, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', 0.3993778707307416
57, 58, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', 0.39697293658040556
58, 59, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', 0.406898771198276
59, 60, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', 0.41329193665113856
60, 61, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', 0.491447395113885
61, 62, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', 0.437723713085401
62, 63, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', 0.44534225183700354
63, 64, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', 0.39752170040580787
64, 65, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', 0.3930261443914194
65, 66, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', 0.25915277885619126
66, 67, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', 0.2628851594477021
67, 68, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', 0.20734121960261542
68, 69, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', 0.22244809196424786
69, 70, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', 0.2574307763948978
70, 71, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', 0.2608696324060715
71, 72, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', 0.21909130462153398
72, 73, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', 0.21876268770178703
73, 74, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', 0.2363085685450025
74, 75, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', 0.288435730427588
75, 76, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', 0.23115191414142058
76, 77, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', 0.2390471701064652
77, 78, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', 0.22297835048900905
78, 79, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', 0.17586623038599933
79, 80, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', 0.18106767293571974
80, 81, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', 0.16738868668332935
81, 82, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', 0.21027200202643556
82, 83, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', 0.22570301286413022
83, 84, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', 0.24019416263065596
84, 85, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', 0.25400970449500937
85, 86, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', 0.23079033826246936
86, 87, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', 0.1899637682868517
87, 88, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', 0.1709243110899162
88, 89, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0090.png', 0.16888775724318505
89, 90, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0091.png', 0.23175401182930327
90, 91, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0092.png', 0.19489104068155327
91, 92, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0093.png', 0.199898761934173
92, 93, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0094.png', 0.20227843336412868
93, 94, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0095.png', 0.13146120576782738
94, 95, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0096.png', 0.07834725235706978
95, 96, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0097.png', 0.11001060589674763
96, 97, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0098.png', 0.1095930978278825
97, 98, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0099.png', 0.08532386446716866
98, 99, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0100.png', 0.11785584536173845
99, 100, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0101.png', 0.0993713262183669
100, 101, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0102.png', 0.05431076114147362
101, 102, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0103.png', 0.04054231822343242
102, 103, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0104.png', 0.059966154744961135
103, 104, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0105.png', 0.1050744311524606
104, 105, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0106.png', 0.34485763173841866
105, 106, './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S4/pour_mayonnaise,cheese,bread/1/mmaps/map0107.png', 0.4885529127861551
