0, 1, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00001.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00002.png', 5.187153775766568
13, 14, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00014.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00015.png', 4.588176695812424
14, 15, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00015.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00016.png', 3.8369759928123157
15, 16, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00016.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00017.png', 3.522233975924118
16, 17, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00017.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00018.png', 3.912214099180003
17, 18, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00018.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00019.png', 4.2634010668749305
18, 19, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00019.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00020.png', 4.05683383110835
19, 20, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00020.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00021.png', 3.366931611405637
20, 21, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00021.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00022.png', 3.7198663469741287
21, 22, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00022.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00023.png', 4.773078492872905
22, 23, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00023.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00024.png', 5.025063595034198
23, 24, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00024.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00025.png', 4.719930367808444
24, 25, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00025.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00026.png', 4.852942179436406
25, 26, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00026.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00027.png', 4.101642221616376
26, 27, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00027.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00028.png', 4.838143681084454
27, 28, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00028.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00029.png', 4.828624883026745
28, 29, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00029.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00030.png', 5.9134667394567355
29, 30, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00030.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00031.png', 5.168646696945479
30, 31, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00031.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00032.png', 4.488623289658924
31, 32, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00032.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00033.png', 4.433844479139186
32, 33, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00033.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00034.png', 4.498734758357818
33, 34, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00034.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00035.png', 4.823106233213419
34, 35, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00035.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00036.png', 4.084725013199772
35, 36, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00036.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00037.png', 4.573144530083704
36, 37, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00037.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00038.png', 4.403063601177167
37, 38, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00038.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00039.png', 5.131872110881492
38, 39, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00039.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00040.png', 5.36905245552624
39, 40, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00040.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00041.png', 5.745079603130597
40, 41, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00041.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00042.png', 4.758108410291475
41, 42, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00042.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00043.png', 5.385444455014718
42, 43, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00043.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00044.png', 6.392062628013311
43, 44, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00044.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00045.png', 5.58301244295476
44, 45, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00045.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00046.png', 4.075211364063532
45, 46, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00046.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00047.png', 4.675761502209435
46, 47, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00047.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00048.png', 5.481830652954748
47, 48, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00048.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00049.png', 5.460874484739517
48, 49, './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00049.png', './GTEA61/flow_x_processed/S2/put_bread,bread/2/flow_x_00050.png', 4.582071668032427
