0, 1, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0002.png', 0.2599164579713896
15, 16, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0017.png', 0.3155455828330247
16, 17, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0018.png', 0.32571122216223486
17, 18, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0019.png', 0.2989551556053947
18, 19, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0020.png', 0.25968746080158467
19, 20, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0021.png', 0.326087043372846
20, 21, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0022.png', 0.29035887473986594
21, 22, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0023.png', 0.2926368431043715
22, 23, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0024.png', 0.27516797200462223
23, 24, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0025.png', 0.26888992696912145
24, 25, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0026.png', 0.26693293892041015
25, 26, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0027.png', 0.23999657368235205
26, 27, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0028.png', 0.23407594086836667
27, 28, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0029.png', 0.25389402950375317
28, 29, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0030.png', 0.29526558872167563
29, 30, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0031.png', 0.26734746728821207
30, 31, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0032.png', 0.29494211951710286
31, 32, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0033.png', 0.2947623389581825
32, 33, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0034.png', 0.2181048486051274
33, 34, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0035.png', 0.31575403207754327
34, 35, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0036.png', 0.30340262103376225
35, 36, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0037.png', 0.31331768301456075
36, 37, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0038.png', 0.2905761988752264
37, 38, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0039.png', 0.27117726717845736
38, 39, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0040.png', 0.2860686439868252
39, 40, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0041.png', 0.3170378998043689
40, 41, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0042.png', 0.257813890806721
41, 42, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0043.png', 0.2927811832841638
42, 43, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0044.png', 0.32152754493789537
43, 44, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0045.png', 0.30573773746669375
44, 45, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0046.png', 0.2635680791433738
45, 46, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0047.png', 0.30813423492075187
46, 47, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0048.png', 0.2818207034162882
47, 48, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0049.png', 0.2899964918382576
48, 49, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0050.png', 0.31530230207861476
49, 50, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0051.png', 0.3085913126805613
50, 51, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0052.png', 0.28650635451758705
51, 52, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0053.png', 0.2950499619774405
52, 53, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0054.png', 0.2953374470754686
53, 54, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0055.png', 0.2545877276158264
54, 55, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0056.png', 0.3036152772897817
55, 56, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0057.png', 0.2806802955362049
56, 57, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0058.png', 0.2918423486805553
57, 58, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0059.png', 0.24885869909433178
58, 59, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0060.png', 0.2516530133619641
59, 60, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0061.png', 0.29662942783618323
60, 61, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0062.png', 0.2586558422722507
61, 62, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0063.png', 0.3344998654773027
62, 63, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0064.png', 0.31641365243986946
63, 64, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0065.png', 0.31811150074459754
64, 65, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0066.png', 0.3468425783846452
65, 66, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0067.png', 0.3192523000812757
66, 67, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0068.png', 0.3172458406777463
67, 68, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0069.png', 0.3534138105973738
68, 69, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0070.png', 0.29591200419443864
69, 70, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0071.png', 0.3354425438214296
70, 71, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0072.png', 0.34426091186840724
71, 72, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0073.png', 0.3524325231581699
72, 73, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0074.png', 0.3244454086237848
73, 74, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0075.png', 0.3189068277576802
74, 75, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0076.png', 0.2687396231115537
75, 76, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0077.png', 0.3082749108939865
76, 77, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0078.png', 0.3273154019329997
77, 78, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0079.png', 0.3541650892847996
78, 79, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0080.png', 0.33081640915099625
79, 80, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0081.png', 0.3445924935254694
80, 81, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0082.png', 0.2975965921904528
81, 82, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0083.png', 0.2733438309151734
82, 83, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0084.png', 0.24137822898563055
83, 84, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0085.png', 0.26761110406194305
84, 85, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0086.png', 0.2633405289665375
85, 86, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0087.png', 0.24129936930800955
86, 87, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0088.png', 0.26500715382116274
87, 88, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0089.png', 0.2633405289665375
88, 89, './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/spread_jam,spoon,bread/1/mmaps/map0090.png', 0.24405286583297953
