0, 1, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0002.png', 5.827965779455924
30, 31, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0032.png', 5.436692241884183
31, 32, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0033.png', 5.317893120083209
32, 33, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0034.png', 5.384205757387206
33, 34, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0035.png', 5.133949637932048
34, 35, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0036.png', 5.1370314019079375
35, 36, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0037.png', 5.154078210651739
36, 37, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0038.png', 5.142634163689231
37, 38, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0039.png', 5.294114318914709
38, 39, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0040.png', 5.393682970932502
39, 40, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0041.png', 5.510253710654455
40, 41, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0042.png', 5.717712931331825
41, 42, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0043.png', 5.523248291497354
42, 43, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0044.png', 5.518747460912661
43, 44, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0045.png', 5.00063252049125
44, 45, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0046.png', 4.56700098650555
45, 46, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0047.png', 4.829313129499724
46, 47, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0048.png', 4.8443964406821864
47, 48, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0049.png', 4.019075533335943
48, 49, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0050.png', 4.006251853142813
49, 50, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0051.png', 4.2180220938636515
50, 51, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0052.png', 4.173274513838255
51, 52, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0053.png', 4.170106415965497
52, 53, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0054.png', 4.35782573406781
53, 54, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0055.png', 4.172296489896322
54, 55, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0056.png', 4.075752863460731
55, 56, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0057.png', 4.2652591438147045
56, 57, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0058.png', 4.203739790169801
57, 58, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0059.png', 4.546863334089154
58, 59, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0060.png', 4.342224237655926
59, 60, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0061.png', 4.176181656067199
60, 61, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0062.png', 4.142862354699866
61, 62, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0063.png', 4.6351688999044995
62, 63, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0064.png', 4.050002326003091
63, 64, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0065.png', 4.3559588038341115
64, 65, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0066.png', 4.576370591152259
65, 66, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0067.png', 4.216218007025772
66, 67, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0068.png', 4.261252187024225
67, 68, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0069.png', 4.2933141409026465
68, 69, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0070.png', 4.270555509132144
69, 70, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0071.png', 4.473403136901103
70, 71, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0072.png', 4.682846127551568
71, 72, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0073.png', 4.126228098323708
72, 73, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0074.png', 4.446982026368992
73, 74, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0075.png', 4.037646438593369
74, 75, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0076.png', 4.263142415744111
75, 76, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0077.png', 4.053966705807685
76, 77, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0078.png', 4.383723024729636
77, 78, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0079.png', 4.035521855683947
78, 79, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0080.png', 3.9438690225071955
79, 80, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0081.png', 4.095840800949018
80, 81, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0082.png', 4.130240279094298
81, 82, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0083.png', 4.067643280242082
82, 83, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0084.png', 4.711235798270061
83, 84, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0085.png', 4.549135885731047
84, 85, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0086.png', 4.592041865749211
85, 86, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0087.png', 4.544559228878114
86, 87, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0088.png', 4.306383859483207
87, 88, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0089.png', 4.429864727181767
88, 89, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0090.png', 4.308983064543435
89, 90, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0091.png', 4.51976438299479
90, 91, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0092.png', 4.225265378402528
91, 92, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0093.png', 4.360400119001359
92, 93, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0094.png', 3.8197880704356444
93, 94, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0095.png', 4.185975870942037
94, 95, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0096.png', 4.312025364447636
95, 96, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0097.png', 4.363427038028545
96, 97, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0098.png', 4.803590349102825
97, 98, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0099.png', 4.748070256033426
98, 99, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0100.png', 4.794061834095743
99, 100, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0101.png', 4.819345244746759
100, 101, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0102.png', 5.048269006640829
101, 102, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0103.png', 4.922849723544644
102, 103, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0104.png', 4.8315288701858705
103, 104, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0105.png', 4.437293931224973
104, 105, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0106.png', 4.2597527056314926
105, 106, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0107.png', 4.562345830300784
106, 107, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0108.png', 4.655994511406123
107, 108, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0109.png', 4.174784701408962
108, 109, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0110.png', 4.271302300108655
109, 110, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0111.png', 4.522240187125517
110, 111, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0112.png', 4.64292575460576
111, 112, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0113.png', 4.408760860374219
112, 113, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0114.png', 4.184105334868012
113, 114, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0115.png', 4.151005659015315
114, 115, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0116.png', 4.3288578797802675
115, 116, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0117.png', 4.255276633158508
116, 117, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0118.png', 4.35048830686549
117, 118, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0119.png', 4.283314259624714
118, 119, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0120.png', 4.158490315078072
119, 120, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0121.png', 3.994557699248779
120, 121, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0122.png', 4.200359103395351
121, 122, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0123.png', 4.597393000897119
122, 123, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0124.png', 4.093414500038114
123, 124, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0125.png', 4.549070429313058
124, 125, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0126.png', 4.668437031822519
125, 126, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0127.png', 4.334678036148567
126, 127, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0128.png', 4.917271855410143
127, 128, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0129.png', 5.13676102792023
128, 129, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0130.png', 5.158117230154301
129, 130, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0131.png', 5.001869736081433
130, 131, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0132.png', 5.022688812429016
131, 132, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0133.png', 5.065237692190609
132, 133, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0134.png', 5.144243261617708
133, 134, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0135.png', 5.016438668487265
134, 135, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0136.png', 4.8762571516436335
135, 136, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0137.png', 4.58335194278983
136, 137, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0138.png', 4.402739353003919
137, 138, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0139.png', 4.026447930778671
138, 139, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0140.png', 4.172356338447278
139, 140, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0141.png', 4.3140539963969085
140, 141, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0142.png', 4.125072844451081
141, 142, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0143.png', 4.248278032963647
142, 143, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0144.png', 4.458755537778317
143, 144, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0145.png', 4.114165148698252
144, 145, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0146.png', 4.063235284141105
145, 146, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0147.png', 4.0906197340330115
146, 147, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0148.png', 4.184207602321056
