0, 1, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0002.png', 5.296021216916501
19, 20, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0021.png', 5.209098951873429
20, 21, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0022.png', 4.828884270258577
21, 22, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0023.png', 4.841032618525334
22, 23, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0024.png', 5.0224187299326255
23, 24, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0025.png', 4.955119929227531
24, 25, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0026.png', 4.223295138149087
25, 26, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0027.png', 4.573782806877406
26, 27, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0028.png', 5.089082696488102
27, 28, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0029.png', 4.99030164304151
28, 29, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0030.png', 5.140571966173162
29, 30, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0031.png', 5.9914044151195105
30, 31, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0032.png', 6.803418466105213
31, 32, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0033.png', 6.814571112224526
32, 33, './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/scoop_peanut,spoon/2/rgb/rgb0034.png', 6.5594643000990835
