0, 1, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00002.png', 5.815178118564691
14, 15, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00015.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00016.png', 3.748240632774194
15, 16, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00016.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00017.png', 4.492370620445034
16, 17, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00017.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00018.png', 4.878558374486093
17, 18, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00019.png', 6.4845904241084416
18, 19, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00020.png', 5.528503293278866
19, 20, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00021.png', 6.017036738556725
20, 21, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00022.png', 5.100026119245145
21, 22, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00023.png', 5.623032405438077
22, 23, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00024.png', 4.824927606956585
23, 24, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00025.png', 5.323142679236762
24, 25, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00026.png', 4.246434203890732
25, 26, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00027.png', 4.1280855630725215
26, 27, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00028.png', 4.244217383315665
27, 28, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00029.png', 5.213485707868673
28, 29, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00030.png', 4.788960874424608
29, 30, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00030.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00031.png', 5.4705724131591
30, 31, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00032.png', 4.961982546904374
31, 32, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00033.png', 4.05860734806808
32, 33, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00034.png', 4.588251859371853
33, 34, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00034.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00035.png', 4.000226405163225
34, 35, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00035.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00036.png', 5.771884725024813
35, 36, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00036.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00037.png', 4.607653415911884
36, 37, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00037.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00038.png', 4.8561888794152495
37, 38, './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00038.png', './GTEA61/flow_y_processed/S3/scoop_peanut,spoon/1/flow_y_00039.png', 5.862451928050147
