0, 1, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0002.png', 0.13573369602020943
16, 17, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0017.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0018.png', 0.041681871166669875
17, 18, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0018.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0019.png', 0.0315037814191551
18, 19, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0019.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0020.png', 0.04838263870281197
19, 20, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0020.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0021.png', 0.05990472626530808
20, 21, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0021.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0022.png', 0.06204570398551074
21, 22, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0022.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0023.png', 0.0629576910793361
22, 23, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0024.png', 0.06651371902682623
23, 24, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0025.png', 0.04460007255268782
24, 25, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0026.png', 0.05222541315238822
25, 26, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0027.png', 0.0463696335807684
26, 27, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0028.png', 0.05368086561435134
27, 28, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0029.png', 0.060579597794341876
28, 29, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0030.png', 0.06094693404001156
29, 30, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0031.png', 0.058240281199598995
30, 31, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0032.png', 0.1700655000917265
31, 32, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0033.png', 0.21670424866565066
32, 33, './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_sugar,spoon/1/mmaps/map0034.png', 0.2309108900349354
