0, 1, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0002.png', 0.2304285238584308
75, 76, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0077.png', 0.023479145960246244
76, 77, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0078.png', 0.019032820257876806
77, 78, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0079.png', 0.013890166096496402
78, 79, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0080.png', 0.0207401767313252
79, 80, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0081.png', 0.01585281165173505
80, 81, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0082.png', 0.04327906231283736
81, 82, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0083.png', 0.08233725696741342
82, 83, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0084.png', 0.08649935578050084
83, 84, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0085.png', 0.08245048657175007
84, 85, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0086.png', 0.08711334393526748
85, 86, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0087.png', 0.06693242540843544
86, 87, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0088.png', 0.06913473942345646
87, 88, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0089.png', 0.060824549081283714
88, 89, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0090.png', 0.09455494725869311
89, 90, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0091.png', 0.09280624503292532
90, 91, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0092.png', 0.0920931899026046
91, 92, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0093.png', 0.07800275698667775
92, 93, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0094.png', 0.05681328896505147
93, 94, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0095.png', 0.06848188119332188
94, 95, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0096.png', 0.05018442570808949
95, 96, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0097.png', 0.052479214684179
96, 97, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0098.png', 0.04161503005619772
97, 98, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0099.png', 0.04161503005619772
98, 99, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0100.png', 0.06806560154644707
99, 100, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0101.png', 0.08465016875373704
100, 101, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0102.png', 0.0756957062847843
101, 102, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0103.png', 0.06428938908956565
102, 103, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0104.png', 0.1346574443543827
103, 104, './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S2/pour_honey,bread/1/mmaps/map0105.png', 0.10880898859286262
