0, 1, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00002.png', 4.90026135220045
20, 21, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00022.png', 6.392850028879974
21, 22, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00023.png', 5.649331992233683
22, 23, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00024.png', 5.49419503912445
23, 24, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00025.png', 5.414218819051966
24, 25, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00026.png', 5.6960405041236655
25, 26, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00027.png', 5.182988097881195
26, 27, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00028.png', 4.982314073856262
27, 28, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00029.png', 4.8232282886134845
28, 29, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00030.png', 4.408564056280401
29, 30, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00031.png', 4.4546702761122665
30, 31, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00032.png', 5.845327192561912
31, 32, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00033.png', 4.574742405729186
32, 33, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00034.png', 3.7690703323559216
33, 34, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00035.png', 4.190543304947229
34, 35, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00036.png', 4.328279573138386
35, 36, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00037.png', 4.0941621008749225
36, 37, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00038.png', 4.489300701723309
37, 38, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00039.png', 3.445165812550026
38, 39, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00040.png', 3.5849372464405955
39, 40, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00041.png', 3.9980432768069556
40, 41, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00042.png', 4.906314337385612
41, 42, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00043.png', 3.778050688977704
42, 43, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00044.png', 5.548258357468109
43, 44, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00045.png', 4.687840315920253
44, 45, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00046.png', 3.386352850555228
45, 46, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00047.png', 3.240384680983867
46, 47, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00048.png', 3.4179933379404157
47, 48, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00049.png', 4.242686098943572
48, 49, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00050.png', 4.213261314101914
49, 50, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00051.png', 2.9102250174507978
50, 51, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00052.png', 2.7950601083373336
51, 52, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00053.png', 2.966044135382673
52, 53, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00054.png', 2.9829356896782864
53, 54, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00055.png', 3.082430897326123
54, 55, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00056.png', 2.9548387400809357
55, 56, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00057.png', 3.306106909702768
56, 57, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00058.png', 2.671463392708804
57, 58, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00059.png', 2.8025163142775997
58, 59, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00060.png', 2.9648835290942483
59, 60, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00061.png', 2.663605841302237
60, 61, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00062.png', 3.153111654209099
61, 62, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00063.png', 2.9753929063428495
62, 63, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00064.png', 2.8222773542107733
63, 64, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00065.png', 2.7541958130064135
64, 65, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00066.png', 3.0113639687528457
65, 66, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00067.png', 2.89949782114674
66, 67, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00068.png', 2.637659406768577
67, 68, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00069.png', 2.7220275976013384
68, 69, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00070.png', 2.8705063945821285
69, 70, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00071.png', 2.837669143757984
70, 71, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00072.png', 3.62308011576899
71, 72, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00073.png', 3.43034696984428
72, 73, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00074.png', 3.1526342924301702
73, 74, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00075.png', 3.2648628684143675
74, 75, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00076.png', 2.891526381086709
75, 76, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00077.png', 2.822303357236366
76, 77, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00078.png', 2.9603882668704777
77, 78, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00079.png', 2.6925035199574863
78, 79, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00080.png', 2.7644748032336333
79, 80, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00081.png', 2.7705945029918078
80, 81, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00082.png', 2.72173764769024
81, 82, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00083.png', 2.7994952237797412
82, 83, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00084.png', 3.9496111548423944
83, 84, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00085.png', 3.9377302697816488
84, 85, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00086.png', 2.8186083136029487
85, 86, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00087.png', 2.950530717322424
86, 87, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00088.png', 2.772585970817518
87, 88, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00089.png', 2.7154632513694423
88, 89, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00090.png', 3.1435391951946823
89, 90, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00091.png', 3.128191322699514
90, 91, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00092.png', 3.374520274320321
91, 92, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00093.png', 3.3176940884745094
92, 93, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00094.png', 2.769794007905585
93, 94, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00095.png', 3.0457676600295267
94, 95, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00096.png', 3.198225722876299
95, 96, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00097.png', 2.943458069006136
96, 97, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00098.png', 3.2147871316695675
97, 98, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00099.png', 3.557487549890803
98, 99, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00100.png', 3.42712733550485
99, 100, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00101.png', 3.545941190950661
100, 101, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00102.png', 3.769028061960441
101, 102, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00103.png', 3.641490200817493
102, 103, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00104.png', 3.244367942915694
103, 104, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00105.png', 3.618974717036724
104, 105, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00106.png', 3.2363953821276534
105, 106, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00107.png', 3.288591412798426
106, 107, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00107.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00108.png', 3.496687726398723
107, 108, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00108.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00109.png', 3.559779863173559
108, 109, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00109.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00110.png', 2.9373314451525534
109, 110, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00110.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00111.png', 3.3990759210920833
110, 111, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00111.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00112.png', 3.226339443536048
111, 112, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00112.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00113.png', 3.0175476085154083
112, 113, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00113.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00114.png', 3.0067106180963474
113, 114, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00114.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00115.png', 2.86431830048204
114, 115, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00115.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00116.png', 2.8724357519253414
115, 116, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00116.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00117.png', 3.5055036704655613
116, 117, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00117.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00118.png', 3.3541301540931365
117, 118, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00118.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00119.png', 3.812343665396833
118, 119, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00119.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00120.png', 3.0013156727699983
119, 120, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00120.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00121.png', 2.9237771335010523
120, 121, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00121.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00122.png', 3.8436073529498858
121, 122, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00122.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00123.png', 3.2599726228761083
122, 123, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00123.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00124.png', 3.405928331782075
123, 124, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00124.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00125.png', 3.5052900042779296
124, 125, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00125.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00126.png', 3.7687451694009053
125, 126, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00126.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00127.png', 4.317489826159652
126, 127, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00127.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00128.png', 3.8951277609885797
127, 128, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00128.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00129.png', 3.899894355932929
128, 129, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00129.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00130.png', 3.720417235024334
129, 130, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00130.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00131.png', 3.7620793448780563
130, 131, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00131.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00132.png', 4.375896123474445
131, 132, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00132.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00133.png', 3.8035584069331785
132, 133, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00133.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00134.png', 3.968822130497188
133, 134, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00134.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00135.png', 4.1186650470877915
134, 135, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00135.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00136.png', 3.3000725067560714
135, 136, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00136.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00137.png', 4.3317539631602395
136, 137, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00137.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00138.png', 4.603071106596781
137, 138, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00138.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00139.png', 3.783246816054489
138, 139, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00139.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00140.png', 4.045552724759961
139, 140, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00140.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00141.png', 4.491176381869581
140, 141, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00141.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00142.png', 4.281405623629016
141, 142, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00142.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00143.png', 3.878252663854824
142, 143, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00143.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00144.png', 3.218839009108848
143, 144, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00144.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00145.png', 3.7481284569501767
144, 145, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00145.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00146.png', 3.1942348471115314
145, 146, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00146.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00147.png', 4.05941417743208
146, 147, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00147.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00148.png', 3.4350926771700716
147, 148, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00148.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00149.png', 3.42070997026085
148, 149, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00149.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00150.png', 3.5960991459339224
149, 150, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00150.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00151.png', 3.181218955345929
