0, 1, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00002.png', 6.0477115209317835
13, 14, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00014.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00015.png', 6.156927157058264
14, 15, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00015.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00016.png', 4.520472475473779
15, 16, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00016.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00017.png', 5.456614412897008
16, 17, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00017.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00018.png', 4.9757107308909205
17, 18, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00019.png', 5.763476215559699
18, 19, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00020.png', 5.231447852685775
19, 20, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00021.png', 4.693176495592506
20, 21, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00022.png', 4.813937981517979
21, 22, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00023.png', 4.561411604893681
22, 23, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00024.png', 4.693497357038146
23, 24, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00025.png', 4.412106092663211
24, 25, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00026.png', 4.3418772640711785
25, 26, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00027.png', 5.683956395282771
26, 27, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00028.png', 4.61100446597559
27, 28, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00029.png', 4.838710956745787
28, 29, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00030.png', 5.260869720806656
29, 30, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00030.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00031.png', 4.067957975963383
30, 31, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00032.png', 5.13929743702364
31, 32, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00033.png', 5.092356766686926
32, 33, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/1/flow_y_00034.png', 5.299775657832486
