0, 1, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00002.png', 5.551452798800231
52, 53, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00054.png', 5.019974524263498
53, 54, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00055.png', 4.594282246558057
54, 55, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00056.png', 4.762918431277462
55, 56, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00057.png', 4.858502053577247
56, 57, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00058.png', 4.1921726161637265
57, 58, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00059.png', 4.527956469516971
58, 59, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00060.png', 4.939824539692474
59, 60, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00061.png', 4.302570042214244
60, 61, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00062.png', 4.601485579164459
61, 62, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00063.png', 4.665782789916432
62, 63, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00064.png', 4.86555067941541
63, 64, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00065.png', 4.63531523557116
64, 65, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00066.png', 4.5689745076693535
65, 66, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00067.png', 5.023485234734491
66, 67, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00068.png', 4.708519221418714
67, 68, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00069.png', 4.429498473200117
68, 69, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00070.png', 4.317619887091551
69, 70, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00071.png', 4.431485285739312
70, 71, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00072.png', 4.388509252191541
71, 72, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00073.png', 4.406944620095006
72, 73, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00074.png', 4.574588465940802
73, 74, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00075.png', 4.646064648097677
74, 75, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00076.png', 4.537159988672201
75, 76, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00077.png', 4.4767476937577495
76, 77, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00078.png', 4.6814197962498
77, 78, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00079.png', 5.065336509626198
78, 79, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00080.png', 4.446899767715335
79, 80, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00081.png', 4.2063879190423785
80, 81, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00082.png', 4.540526253277828
81, 82, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00083.png', 4.726395409066635
82, 83, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00084.png', 4.585460117422308
83, 84, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00085.png', 5.246461163062383
84, 85, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00086.png', 5.068575732035413
85, 86, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00087.png', 4.351247767161863
86, 87, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00088.png', 5.284378733548998
87, 88, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00089.png', 5.470722616562797
88, 89, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00090.png', 5.326873810077092
89, 90, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00091.png', 5.476209461599227
90, 91, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00092.png', 5.163681110092394
91, 92, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00093.png', 5.332927224070362
92, 93, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00094.png', 4.671286970676316
93, 94, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00095.png', 5.242625875917494
94, 95, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00096.png', 5.503012907389696
95, 96, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00097.png', 5.371451717188968
96, 97, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00098.png', 5.761643688120354
97, 98, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00099.png', 5.476420143490684
98, 99, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00100.png', 5.005305347291773
99, 100, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00101.png', 4.742117020694556
100, 101, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00102.png', 5.1541422158060755
101, 102, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00103.png', 4.995190529749293
102, 103, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00104.png', 3.884932274207237
103, 104, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00105.png', 3.8549485166550457
104, 105, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00106.png', 4.195594381993502
105, 106, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00107.png', 4.743367999211438
106, 107, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00107.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00108.png', 4.474331908285683
107, 108, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00108.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00109.png', 4.699728102899382
108, 109, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00109.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00110.png', 5.431653799150804
109, 110, './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00110.png', './GTEA61/flow_x_processed/S4/pour_honey,bread/1/flow_x_00111.png', 5.141705723612458
