0, 1, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0002.png', 0.26269531607768726
23, 24, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0025.png', 0.2963425612646397
24, 25, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0026.png', 0.27776408744735526
25, 26, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0027.png', 0.3077824022510985
26, 27, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0028.png', 0.3010584468233526
27, 28, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0029.png', 0.29072103767655466
28, 29, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0030.png', 0.2810484096790243
29, 30, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0031.png', 0.3055611498116972
30, 31, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0032.png', 0.29551705529995154
31, 32, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0033.png', 0.31627484416766155
32, 33, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0034.png', 0.33685387628722574
33, 34, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0035.png', 0.2903951009261676
34, 35, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0036.png', 0.3185611603823413
35, 36, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0037.png', 0.30619662456063734
36, 37, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0038.png', 0.327962715933802
37, 38, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0039.png', 0.3214931344530847
38, 39, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0040.png', 0.3232799261915652
39, 40, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0041.png', 0.32283371557338963
40, 41, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0042.png', 0.28749002611375934
41, 42, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0043.png', 0.30960970955955247
42, 43, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0044.png', 0.31045123189079504
43, 44, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0045.png', 0.28119559110660564
44, 45, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0046.png', 0.32200908918495896
45, 46, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0047.png', 0.2957325142011871
46, 47, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0048.png', 0.27646746403967276
47, 48, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0049.png', 0.2937905907399739
48, 49, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0050.png', 0.2891258733119809
49, 50, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0051.png', 0.3028351715369713
50, 51, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0052.png', 0.2844609385436785
51, 52, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0053.png', 0.28299559535458446
52, 53, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0054.png', 0.29609144051297387
53, 54, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0055.png', 0.27916862188368957
54, 55, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0056.png', 0.29130004172202667
55, 56, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0057.png', 0.25666377780502353
56, 57, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0058.png', 0.25838808268222413
57, 58, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0059.png', 0.30173421855264715
58, 59, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0060.png', 0.2388887786576084
59, 60, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0061.png', 0.2930697591982626
60, 61, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0062.png', 0.27728281824963397
61, 62, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0063.png', 0.26144078017836053
62, 63, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0064.png', 0.2982047499531305
63, 64, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0065.png', 0.24185115349123906
64, 65, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0066.png', 0.2640986813187543
65, 66, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0067.png', 0.2596492857334118
66, 67, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0068.png', 0.23267594892420934
67, 68, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0069.png', 0.3149893700206431
68, 69, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0070.png', 0.2557420200756248
69, 70, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0071.png', 0.2848998358932091
70, 71, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0072.png', 0.26216342207255644
71, 72, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0073.png', 0.26779934280782025
72, 73, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0074.png', 0.2878175554005778
73, 74, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0075.png', 0.2722989064676508
74, 75, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0076.png', 0.2875992225793999
75, 76, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0077.png', 0.24928650141975725
76, 77, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0078.png', 0.23531297369588214
77, 78, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0079.png', 0.2839850994556321
78, 79, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0080.png', 0.2506067592529343
79, 80, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0081.png', 0.268626869727495
80, 81, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0082.png', 0.27177574288750106
81, 82, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0083.png', 0.25766067578219476
82, 83, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0084.png', 0.22297835048900905
83, 84, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0085.png', 0.22897887150053833
84, 85, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0086.png', 0.26273328974813204
85, 86, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0087.png', 0.25354686355160383
86, 87, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0088.png', 0.25289052759670316
87, 88, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0089.png', 0.22627062104907059
88, 89, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0090.png', 0.2363085685450025
89, 90, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0091.png', 0.24913097436942083
90, 91, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0092.png', 0.2347147553718601
91, 92, './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/1/mmaps/map0093.png', 0.23602998245922663
