0, 1, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00002.png', 5.3311405735054915
13, 14, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00014.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00015.png', 5.06771451372607
14, 15, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00015.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00016.png', 4.610155113388288
15, 16, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00016.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00017.png', 4.439898626274638
16, 17, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00017.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00018.png', 4.628960824589104
17, 18, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00018.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00019.png', 3.9582425106241423
18, 19, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00019.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00020.png', 4.359494476414535
19, 20, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00020.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00021.png', 3.9310544755204178
20, 21, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00022.png', 3.7298153717719806
21, 22, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00023.png', 3.399971884587194
22, 23, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00024.png', 3.8292743807500815
23, 24, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00025.png', 4.196987137814518
24, 25, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00026.png', 4.549661841186641
25, 26, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00027.png', 4.227978504303914
26, 27, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00028.png', 4.064306449895057
27, 28, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00029.png', 3.435435306043368
28, 29, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00030.png', 3.751898107355073
29, 30, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00031.png', 2.889688358655769
30, 31, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00032.png', 3.998618642588129
31, 32, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00033.png', 3.882182541791144
32, 33, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00034.png', 4.0064555894082945
33, 34, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00035.png', 3.305972118433642
34, 35, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00036.png', 3.4768548839372255
35, 36, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00037.png', 3.4557622933823016
36, 37, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00038.png', 3.834809151827632
37, 38, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00039.png', 3.526097662311367
38, 39, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00040.png', 3.9010493208998467
39, 40, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00041.png', 3.7250548819129463
40, 41, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00042.png', 3.839684862498779
41, 42, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00043.png', 3.6758051462794796
42, 43, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00044.png', 4.166513539447872
43, 44, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00045.png', 3.961530033939259
44, 45, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00046.png', 3.868748613025595
45, 46, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00047.png', 4.521371197128281
46, 47, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00048.png', 4.871975658093482
47, 48, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00049.png', 4.705816552828347
48, 49, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00050.png', 4.687694093885145
49, 50, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00051.png', 4.547672260800234
50, 51, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00052.png', 5.1350225220039
51, 52, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00053.png', 4.635697466753139
52, 53, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00054.png', 5.171570591825196
53, 54, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00055.png', 5.2216685652060795
54, 55, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00056.png', 4.725766316581463
55, 56, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00057.png', 4.8999024071331885
56, 57, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00058.png', 5.219055855767953
57, 58, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00059.png', 5.294105044895853
58, 59, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00060.png', 5.3985309496784515
59, 60, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00061.png', 5.727865182468851
60, 61, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00062.png', 4.927539599040433
61, 62, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00063.png', 5.290889311769069
62, 63, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00064.png', 5.530972519496421
63, 64, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00065.png', 5.821635138628025
64, 65, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00066.png', 5.643900249343884
65, 66, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00067.png', 5.419340009121187
66, 67, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00068.png', 4.835160157043481
67, 68, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00069.png', 5.657492332870089
68, 69, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00070.png', 4.796609528121817
69, 70, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00071.png', 5.191973580770427
70, 71, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00072.png', 5.242862781739391
71, 72, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00073.png', 5.336116067898023
72, 73, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00074.png', 5.074619924793215
73, 74, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00075.png', 6.016608861629611
74, 75, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00076.png', 5.785991414776731
75, 76, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00077.png', 5.3366366752247485
76, 77, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00078.png', 5.14673661702369
77, 78, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00079.png', 5.304800523948348
78, 79, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00080.png', 5.049980923464609
79, 80, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00081.png', 5.0999404581802095
80, 81, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00082.png', 5.097226309528031
81, 82, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00083.png', 4.662332709413028
82, 83, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00084.png', 4.865506104002425
83, 84, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00085.png', 5.210693965939136
84, 85, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00086.png', 4.638065003738271
85, 86, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00087.png', 5.019763979318613
86, 87, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00088.png', 4.756973271598628
87, 88, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00089.png', 4.638211771089715
88, 89, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00090.png', 4.811965869945323
89, 90, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00091.png', 5.0806165793853335
90, 91, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00092.png', 4.958626149535004
91, 92, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00093.png', 5.219710475679741
92, 93, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00094.png', 4.837123803010231
93, 94, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00095.png', 4.511908966430068
94, 95, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00096.png', 4.29969330445009
95, 96, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00097.png', 5.28465195837031
96, 97, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00098.png', 5.235155597555732
97, 98, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00099.png', 5.456927058153357
98, 99, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00100.png', 5.873081130378216
99, 100, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00101.png', 6.253772314638024
100, 101, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00102.png', 5.9135227647952915
101, 102, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00103.png', 5.250897016048088
102, 103, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00104.png', 6.095377261251716
103, 104, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00105.png', 6.21368154527093
104, 105, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00106.png', 6.372503396134782
105, 106, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00107.png', 6.7757532828031115
106, 107, './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00107.png', './GTEA61/flow_x_processed/S4/pour_chocolate,bread/1/flow_x_00108.png', 6.6069435980652
