0, 1, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0002.png', 0.008567004826127734
17, 18, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0019.png', 0.2053220132399442
18, 19, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0020.png', 0.1656565401547272
19, 20, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0021.png', 0.25211739700403274
20, 21, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0022.png', 0.21505176329445075
21, 22, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0023.png', 0.21843386915709415
22, 23, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0024.png', 0.2606029027275226
23, 24, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0025.png', 0.25114950218021737
24, 25, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0026.png', 0.2534310945294017
25, 26, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0027.png', 0.23869072591152415
26, 27, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0028.png', 0.21682797882433022
27, 28, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0029.png', 0.20261749268923407
28, 29, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0030.png', 0.10865196512939741
29, 30, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0031.png', 0.09143361025694938
30, 31, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0032.png', 0.07650525420663343
31, 32, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0033.png', 0.05556538985134238
32, 33, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0034.png', 0.07656299268895317
33, 34, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0035.png', 0.12348503579485987
34, 35, './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_ketchup,hotdog,bread/1/mmaps/map0036.png', 0.17564269815315714
