0, 1, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0002.png', 5.630744709904361
27, 28, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0029.png', 4.131176941977638
28, 29, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0030.png', 4.1965852668322094
29, 30, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0031.png', 4.119397341899627
30, 31, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0032.png', 4.349192294862319
31, 32, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0033.png', 4.375929402648742
32, 33, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0034.png', 4.5161023645369625
33, 34, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0035.png', 4.382068687782009
34, 35, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0036.png', 4.401842336762233
35, 36, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0037.png', 4.366161210488317
36, 37, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0038.png', 4.354052318077255
37, 38, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0039.png', 4.4666694612535025
38, 39, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0040.png', 4.430653944211317
39, 40, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0041.png', 4.456164324727058
40, 41, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0042.png', 4.380359509514974
41, 42, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0043.png', 4.309266150140973
42, 43, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0044.png', 4.163474172734419
43, 44, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0045.png', 4.411050073931552
44, 45, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0046.png', 4.6168123737708395
45, 46, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0047.png', 4.727051106543639
46, 47, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0048.png', 4.830159366327658
47, 48, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0049.png', 4.566031291873319
48, 49, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0050.png', 4.564841097111144
49, 50, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0051.png', 4.631517224392883
50, 51, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0052.png', 4.378595031933206
51, 52, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0053.png', 4.558842168455649
52, 53, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0054.png', 4.831154596181028
53, 54, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0055.png', 4.190756758215197
54, 55, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0056.png', 4.961703352313195
55, 56, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0057.png', 4.917961323652956
56, 57, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0058.png', 4.197452521565259
57, 58, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0059.png', 4.319468579617878
58, 59, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0060.png', 4.730606808326124
59, 60, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0061.png', 4.717120158019212
60, 61, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0062.png', 4.605941101852499
61, 62, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0063.png', 4.717952290787049
62, 63, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0064.png', 4.774590682433131
63, 64, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0065.png', 5.293350552142726
64, 65, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0066.png', 5.02828075343261
65, 66, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0067.png', 5.186020679514969
66, 67, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0068.png', 5.056189538985801
67, 68, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0069.png', 4.935023664295771
68, 69, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0070.png', 4.906981372530888
69, 70, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0071.png', 4.990166367133841
70, 71, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0072.png', 5.227167730278718
71, 72, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0073.png', 4.991871597851732
72, 73, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0074.png', 5.069191513901712
73, 74, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0075.png', 5.150866969587035
74, 75, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0076.png', 5.246713027315342
75, 76, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0077.png', 5.6643898209111105
76, 77, './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_honey,cup/1/rgb/rgb0078.png', 5.547701876770472
