0, 1, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0002.png', 0.1994726609673858
23, 24, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0024.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0025.png', -0.0
24, 25, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0025.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0026.png', -0.0
25, 26, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0026.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0027.png', -0.0
26, 27, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0027.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0028.png', -0.0
27, 28, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0028.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0029.png', -0.0
28, 29, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0029.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0030.png', -0.0
29, 30, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0030.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0031.png', -0.0
30, 31, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0031.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0032.png', -0.0
31, 32, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0032.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0033.png', 0.01305837296421761
32, 33, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0033.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0034.png', 0.08861539546777605
33, 34, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0034.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0035.png', 0.10178111607695481
34, 35, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0035.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0036.png', 0.09651137792756752
35, 36, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0037.png', 0.21376754717123062
36, 37, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0038.png', 0.20138734285646165
37, 38, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0039.png', 0.1974652317037409
38, 39, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0040.png', 0.1760003000226924
39, 40, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0041.png', 0.16125170378482692
40, 41, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0042.png', 0.1807580326431662
41, 42, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0043.png', 0.16847939238467627
42, 43, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0044.png', 0.19174140414480215
43, 44, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0045.png', 0.1955787648389087
44, 45, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0046.png', 0.18173052949863694
45, 46, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0047.png', 0.14198970716271364
46, 47, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0048.png', 0.14160440211144373
47, 48, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0049.png', 0.14424643328677147
48, 49, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0050.png', 0.13086841012878653
49, 50, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0050.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0051.png', 0.00874590784647976
50, 51, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0051.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0052.png', 0.014631495727163346
51, 52, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0052.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0053.png', 0.04851184535412656
52, 53, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0053.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0054.png', 0.11963961826047574
53, 54, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0054.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0055.png', 0.1500502718305711
54, 55, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0055.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0056.png', 0.1738058076562358
55, 56, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0056.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0057.png', 0.19286544291703955
56, 57, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0057.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0058.png', 0.2127711759385492
57, 58, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0058.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0059.png', 0.24815795993877426
58, 59, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0059.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0060.png', 0.23674606380554572
59, 60, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0060.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0061.png', 0.230669759987232
60, 61, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0061.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0062.png', 0.24905319480741578
61, 62, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0062.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0063.png', 0.22509420242786543
62, 63, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0063.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0064.png', 0.2266756930540773
63, 64, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0064.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0065.png', 0.27687528255289773
64, 65, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0065.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0066.png', 0.2545492109645471
65, 66, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0066.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0067.png', 0.2047737960847722
66, 67, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0067.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0068.png', 0.22415936418974142
67, 68, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0068.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0069.png', 0.20620637759496502
68, 69, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0069.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0070.png', 0.3111516119674038
69, 70, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0070.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0071.png', -0.0
70, 71, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0071.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0072.png', -0.0
71, 72, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0072.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0073.png', -0.0
72, 73, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0073.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0074.png', -0.0
73, 74, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0074.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0075.png', -0.0
74, 75, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0075.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0076.png', -0.0
75, 76, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0076.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0077.png', -0.0
76, 77, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0077.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0078.png', -0.0
77, 78, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0078.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0079.png', 0.013724506274630677
78, 79, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0079.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0080.png', 0.09368174560494592
79, 80, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0080.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0081.png', 0.08228062642232184
80, 81, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0081.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0082.png', 0.09542587572930886
81, 82, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0082.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0083.png', 0.08148669156960803
82, 83, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0083.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0084.png', 0.07249300843906548
83, 84, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0084.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0085.png', 0.10220778812413263
84, 85, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0085.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0086.png', 0.10607760874622749
85, 86, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0086.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0087.png', 0.11637156863218334
86, 87, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0087.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0088.png', 0.11354055792498872
87, 88, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0088.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0089.png', 0.09308008749484663
88, 89, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0089.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0090.png', 0.11493297261517349
89, 90, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0090.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0091.png', 0.11089624391544858
90, 91, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0091.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0092.png', 0.1063411383024189
91, 92, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0092.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0093.png', 0.05891976607235533
92, 93, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0093.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0094.png', 0.051143503577204256
93, 94, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0094.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0095.png', 0.045060346664968706
94, 95, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0095.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0096.png', 0.035634628594200225
95, 96, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0096.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0097.png', 0.0089242343066975
96, 97, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0097.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0098.png', -0.0
97, 98, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0098.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0099.png', -0.0
98, 99, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0099.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0100.png', -0.0
99, 100, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0100.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0101.png', -0.0
100, 101, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0101.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0102.png', -0.0
101, 102, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0102.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0103.png', -0.0
102, 103, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0103.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0104.png', -0.0
103, 104, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0104.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0105.png', -0.0
104, 105, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0105.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0106.png', -0.0
105, 106, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0106.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0107.png', -0.0
106, 107, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0107.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0108.png', 0.009013185442534974
107, 108, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0108.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0109.png', 0.14405483008483222
108, 109, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0109.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0110.png', 0.11016704945054177
109, 110, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0110.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0111.png', 0.10560276875966246
110, 111, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0111.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0112.png', 0.10628844780414302
111, 112, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0112.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0113.png', 0.11831531796931552
112, 113, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0113.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0114.png', 0.1375861844867837
113, 114, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0114.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0115.png', 0.17653620658210117
114, 115, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0115.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0116.png', 0.1731769635205131
115, 116, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0116.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0117.png', 0.18278924134904567
116, 117, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0117.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0118.png', 0.17241225439314792
117, 118, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0118.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0119.png', 0.17281725277915894
118, 119, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0119.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0120.png', 0.1577344586160172
119, 120, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0120.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0121.png', 0.17465792226550303
120, 121, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0121.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0122.png', 0.18234838860176605
121, 122, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0122.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0123.png', 0.19048470307984738
122, 123, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0123.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0124.png', 0.18344978089927938
123, 124, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0124.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0125.png', 0.16570220512134998
124, 125, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0125.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0126.png', 0.18300951966031637
125, 126, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0126.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0127.png', 0.1962226630330587
126, 127, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0127.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0128.png', 0.12938264935374014
127, 128, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0128.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0129.png', -0.0
128, 129, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0129.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0130.png', -0.0
129, 130, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0130.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0131.png', 0.00874590784647976
130, 131, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0131.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0132.png', 0.00874590784647976
131, 132, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0132.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0133.png', -0.0
132, 133, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0133.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0134.png', -0.0
133, 134, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0134.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0135.png', -0.0
134, 135, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0135.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0136.png', -0.0
135, 136, './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0136.png', './GTEA61/processed_frames2/S1/spread_peanut,spoon,bread/2/mmaps/map0137.png', -0.0
