0, 1, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00002.png', 4.690202354466806
25, 26, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00027.png', 6.001509261109587
26, 27, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00028.png', 5.810472470053317
27, 28, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00029.png', 4.75567620377203
28, 29, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00030.png', 5.3327083378573334
29, 30, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00031.png', 5.601879317978236
30, 31, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00032.png', 5.052276054550479
31, 32, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00033.png', 5.185004611896377
32, 33, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00034.png', 4.61109335169739
33, 34, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00035.png', 5.3917572945355525
34, 35, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00036.png', 4.065790789369271
35, 36, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00037.png', 5.553131848364947
36, 37, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00038.png', 5.320929493730521
37, 38, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00039.png', 6.1427804762072755
38, 39, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00040.png', 5.687486323216559
39, 40, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00041.png', 6.09884012641564
40, 41, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00042.png', 5.893531598437613
41, 42, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00043.png', 5.820292237455252
42, 43, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00044.png', 5.096960291766169
43, 44, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00045.png', 5.847264573071345
44, 45, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00046.png', 6.4016770728636345
45, 46, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00047.png', 6.3584277103419575
46, 47, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00048.png', 5.407036768993968
47, 48, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00049.png', 5.3522491936564425
48, 49, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00050.png', 5.950770887955122
49, 50, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00051.png', 6.155209322641482
50, 51, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00052.png', 6.033521712930229
51, 52, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00053.png', 7.029997170373584
52, 53, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00054.png', 5.923146196433123
53, 54, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00055.png', 6.84356912463697
54, 55, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00056.png', 5.59084207274888
55, 56, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00057.png', 5.386796566537404
56, 57, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00058.png', 5.400096058782593
57, 58, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00059.png', 5.989223214876495
58, 59, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00060.png', 5.506207720132045
59, 60, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00061.png', 6.108285813895557
60, 61, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00062.png', 5.291132065045601
61, 62, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00063.png', 5.911258556292852
62, 63, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00064.png', 6.065532752440981
63, 64, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00065.png', 7.144759579843404
64, 65, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00066.png', 5.534833432281398
65, 66, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00067.png', 6.910225389087843
66, 67, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00068.png', 5.2598676533949495
67, 68, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00069.png', 6.02169157828213
68, 69, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00070.png', 5.791000228304007
69, 70, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00071.png', 5.645741494296309
70, 71, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00072.png', 6.088520582737521
71, 72, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00073.png', 6.532814040458661
72, 73, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00074.png', 6.080542028709907
73, 74, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00075.png', 5.563470913475713
74, 75, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00076.png', 5.63066066113852
75, 76, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00077.png', 6.6020175802239764
76, 77, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00078.png', 6.194319346978714
77, 78, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00079.png', 7.015714360062143
78, 79, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00080.png', 6.2888432956302704
79, 80, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00081.png', 5.736613909145668
80, 81, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00082.png', 5.948735341683682
81, 82, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00083.png', 5.608863204790045
82, 83, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00084.png', 5.85445999601769
83, 84, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00085.png', 6.074584045104849
84, 85, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00086.png', 6.006493477416078
85, 86, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00087.png', 6.230478176875202
86, 87, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00088.png', 6.324407252553555
87, 88, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00089.png', 5.780721551054708
88, 89, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00090.png', 7.237379774063176
89, 90, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00091.png', 6.151403680093518
90, 91, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00092.png', 6.223114555464253
91, 92, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00093.png', 6.650883391876679
92, 93, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00094.png', 4.759531229762941
93, 94, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00095.png', 5.538438920572994
94, 95, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00096.png', 5.942673695652788
95, 96, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00097.png', 5.2170277795261315
96, 97, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00098.png', 6.128126317293125
97, 98, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00099.png', 6.470231463832804
98, 99, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00100.png', 7.090852245861231
99, 100, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00101.png', 6.433338994906505
100, 101, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00102.png', 5.616861187291544
101, 102, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00103.png', 6.165567381309688
102, 103, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00104.png', 6.795824654801752
103, 104, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00105.png', 7.134208168846643
104, 105, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00106.png', 6.904498317462025
105, 106, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00107.png', 6.510578751533368
106, 107, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00108.png', 5.336539080699743
107, 108, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00109.png', 5.831055680782959
108, 109, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00110.png', 6.093246267388331
109, 110, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00111.png', 5.842157816144791
110, 111, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00111.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00112.png', 6.388231944932465
111, 112, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00112.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00113.png', 5.2971587279866785
112, 113, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00113.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00114.png', 5.604722490562827
113, 114, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00114.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00115.png', 5.842772615416206
114, 115, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00115.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00116.png', 6.087831271564915
115, 116, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00116.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00117.png', 5.580451513160297
116, 117, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00117.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00118.png', 5.831919944820579
117, 118, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00118.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00119.png', 5.781442932562892
118, 119, './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00119.png', './GTEA61/flow_y_processed/S2/spread_jam,spoon,bread/1/flow_y_00120.png', 6.432526065929412
