0, 1, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00002.png', 5.598212013992415
65, 66, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00066.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00067.png', 6.329513730983602
66, 67, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00067.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00068.png', 6.157668182113057
67, 68, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00068.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00069.png', 4.827444284846198
68, 69, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00069.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00070.png', 4.870024396110486
69, 70, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00070.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00071.png', 5.61958874411837
70, 71, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00071.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00072.png', 4.743551111484576
71, 72, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00072.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00073.png', 6.348662544518128
72, 73, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00073.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00074.png', 5.797056574390227
73, 74, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00074.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00075.png', 4.131229014330747
74, 75, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00075.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00076.png', 5.0358224394890785
75, 76, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00076.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00077.png', 5.655877580476157
76, 77, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00077.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00078.png', 4.949093880913009
77, 78, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00078.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00079.png', 6.023024296525733
78, 79, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00079.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00080.png', 4.6041073596734785
79, 80, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00080.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00081.png', 4.397142131289689
80, 81, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00081.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00082.png', 5.639955192106928
81, 82, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00082.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00083.png', 5.971690563288362
82, 83, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00083.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00084.png', 4.586348012766025
83, 84, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00084.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00085.png', 5.160093833511842
84, 85, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00085.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00086.png', 5.498362762192057
85, 86, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00086.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00087.png', 4.924246696526897
86, 87, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00087.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00088.png', 5.694514080462049
87, 88, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00088.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00089.png', 6.134984802869517
88, 89, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00089.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00090.png', 5.434359226302343
89, 90, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00090.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00091.png', 5.652273552233068
90, 91, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00091.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00092.png', 4.8247024252819015
91, 92, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00092.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00093.png', 4.690639718886357
92, 93, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00093.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00094.png', 5.0227232367096395
93, 94, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00094.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00095.png', 4.931712427373549
94, 95, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00095.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00096.png', 5.241620088317234
95, 96, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00096.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00097.png', 4.953656916297524
96, 97, './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00097.png', './GTEA61/flow_y_processed/S4/spread_peanut,spoon,bread/3/flow_y_00098.png', 4.296333678780107
