0, 1, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0002.png', 5.819592156682912
44, 45, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0046.png', 5.1117026465727875
45, 46, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0047.png', 5.099822234085824
46, 47, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0048.png', 4.99645632294333
47, 48, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0049.png', 4.898368419496519
48, 49, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0050.png', 4.80858673132412
49, 50, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0051.png', 4.572917864099438
50, 51, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0052.png', 4.77820786227243
51, 52, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0053.png', 4.585193820538301
52, 53, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0054.png', 4.759262011935412
53, 54, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0055.png', 4.719811116981125
54, 55, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0056.png', 4.573064269838913
55, 56, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0057.png', 4.66798804401288
56, 57, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0058.png', 4.666749230723329
57, 58, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0059.png', 4.814531919457211
58, 59, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0060.png', 4.564628250119099
59, 60, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0061.png', 4.880830931449641
60, 61, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0062.png', 4.578966880353648
61, 62, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0063.png', 4.688759312784384
62, 63, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0064.png', 4.331642215047533
63, 64, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0065.png', 4.632569300192957
64, 65, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0066.png', 5.131314255340136
65, 66, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0067.png', 4.777117177010672
66, 67, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0068.png', 4.625596432221033
67, 68, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0069.png', 4.718468254758498
68, 69, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0070.png', 4.6919941602761295
69, 70, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0071.png', 4.728841104862679
70, 71, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0072.png', 5.208775811405812
71, 72, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0073.png', 4.693001744975948
72, 73, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0074.png', 4.5467466831451215
73, 74, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0075.png', 4.6592365254586925
74, 75, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0076.png', 4.957088791441404
75, 76, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0077.png', 5.024498072176277
76, 77, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0078.png', 4.789232771466691
77, 78, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0079.png', 4.873149262395628
78, 79, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0080.png', 4.513899450727314
79, 80, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0081.png', 4.90796950490766
80, 81, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0082.png', 4.60947643022886
81, 82, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0083.png', 4.529545143102841
82, 83, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0084.png', 4.838818743784769
83, 84, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0085.png', 5.217993154096691
84, 85, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0086.png', 5.113639993763781
85, 86, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0087.png', 4.894681514072991
86, 87, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0088.png', 4.810487287591015
87, 88, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0089.png', 5.003581335545248
88, 89, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0090.png', 5.07151797882668
89, 90, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0091.png', 4.374052981671616
90, 91, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0092.png', 4.684306194370396
91, 92, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0093.png', 4.757285736291197
92, 93, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0094.png', 4.601110010301784
93, 94, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0095.png', 4.987589887631379
94, 95, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0096.png', 4.862759413425125
95, 96, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0097.png', 4.756073173159795
96, 97, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0098.png', 4.8671721273696775
97, 98, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0099.png', 5.150826307069055
98, 99, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0100.png', 4.707515446705631
99, 100, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0101.png', 4.9600773374823035
100, 101, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0102.png', 5.4030943846736825
101, 102, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0103.png', 5.340391157208082
102, 103, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0104.png', 5.082957010313042
103, 104, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0105.png', 5.074321406945387
104, 105, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0106.png', 4.783758808872347
105, 106, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0107.png', 4.858288369505232
106, 107, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0108.png', 4.60119060886149
107, 108, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0109.png', 4.968232363669466
108, 109, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0110.png', 4.69337958739177
109, 110, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0111.png', 4.537643684922782
110, 111, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0112.png', 4.698425104042663
111, 112, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0113.png', 4.554507130952327
112, 113, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0114.png', 4.721040710570227
113, 114, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0115.png', 4.65511265988111
114, 115, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0116.png', 4.636501529780445
115, 116, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0117.png', 4.7930737407622725
116, 117, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0118.png', 5.230614599877748
117, 118, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0119.png', 4.540934014485166
118, 119, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0120.png', 5.00708913508718
119, 120, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0121.png', 4.693950264825871
120, 121, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0122.png', 5.201374178055846
121, 122, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0123.png', 5.0619317807044935
122, 123, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0124.png', 5.058622859811867
123, 124, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0125.png', 4.75090310373403
124, 125, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0126.png', 4.803040402837315
125, 126, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0127.png', 5.047875533842213
126, 127, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0128.png', 5.209968260934499
127, 128, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0129.png', 5.348324678086391
128, 129, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0130.png', 5.2455315117754715
129, 130, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0131.png', 5.213612281407014
130, 131, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0132.png', 5.1305438152017855
131, 132, './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/stir_spoon,cup/3/rgb/rgb0133.png', 5.71312357136183
