0, 1, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0002.png', 5.754603823549304
34, 35, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0036.png', 4.565893148898317
35, 36, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0037.png', 4.4675871239962195
36, 37, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0038.png', 4.736365181674822
37, 38, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0039.png', 4.255270837690943
38, 39, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0040.png', 4.236385160383363
39, 40, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0041.png', 4.497205110264459
40, 41, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0042.png', 4.4667767700399805
41, 42, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0043.png', 4.743429684082529
42, 43, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0044.png', 4.62132749595423
43, 44, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0045.png', 4.228581888373862
44, 45, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0046.png', 4.060243672556848
45, 46, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0047.png', 4.498017136527131
46, 47, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0048.png', 4.491567696946135
47, 48, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0049.png', 4.27431161293425
48, 49, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0050.png', 4.348980934996378
49, 50, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0051.png', 4.667011477901767
50, 51, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0052.png', 4.685617860073152
51, 52, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0053.png', 4.510858648042882
52, 53, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0054.png', 4.587993468932423
53, 54, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0055.png', 4.231441859801786
54, 55, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0056.png', 4.8042785501023815
55, 56, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0057.png', 5.257837873102228
56, 57, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0058.png', 5.068223601646961
57, 58, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0059.png', 5.5125853460200736
58, 59, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0060.png', 5.743318542266196
59, 60, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0061.png', 5.593402882843107
60, 61, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0062.png', 5.503414891719037
61, 62, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0063.png', 5.537471668747317
62, 63, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0064.png', 5.515455748437779
63, 64, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0065.png', 5.472647774993614
64, 65, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0066.png', 5.2847410896058475
65, 66, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0067.png', 5.203300737822058
66, 67, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0068.png', 5.0120693486533305
67, 68, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0069.png', 4.358831468090234
68, 69, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0070.png', 4.010805849411639
69, 70, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0071.png', 3.9829278846015317
70, 71, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0072.png', 4.202682446681603
71, 72, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0073.png', 3.9546338227416165
72, 73, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0074.png', 4.701869837023222
73, 74, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0075.png', 5.708207296848133
74, 75, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0076.png', 6.107933364815216
75, 76, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0077.png', 5.22405416751591
76, 77, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0078.png', 4.898331357059692
77, 78, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0079.png', 4.874679719640976
78, 79, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0080.png', 4.821763070115808
79, 80, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0081.png', 5.1635856775010165
80, 81, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0082.png', 4.835596031009618
81, 82, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0083.png', 5.055715670867229
82, 83, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0084.png', 5.147488794674636
83, 84, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0085.png', 5.00179735483062
84, 85, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0086.png', 4.858788364147988
85, 86, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0087.png', 5.133565088191725
86, 87, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0088.png', 5.28116226285539
87, 88, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0089.png', 5.118152458130165
88, 89, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0090.png', 4.892214479058936
89, 90, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0091.png', 5.015217413306441
90, 91, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0092.png', 5.020279838939296
91, 92, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0093.png', 5.0447235028451205
92, 93, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0094.png', 4.972906008848698
93, 94, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0095.png', 4.701368763052708
94, 95, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0096.png', 4.6100109420583415
95, 96, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0097.png', 4.8744033736327586
96, 97, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0098.png', 5.051222919406111
97, 98, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0099.png', 4.773970549082303
98, 99, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0100.png', 4.523876785377939
99, 100, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0101.png', 4.0372078952396615
100, 101, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0102.png', 4.30101059165943
101, 102, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0103.png', 4.805039915142918
102, 103, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0104.png', 4.165624638320631
103, 104, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0105.png', 4.7489848441845535
104, 105, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0106.png', 4.9188393491711935
105, 106, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0107.png', 4.434434437905331
106, 107, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0108.png', 4.448146898780241
107, 108, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0109.png', 4.797125647777179
108, 109, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0110.png', 5.062743197150027
109, 110, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0111.png', 4.812891733251156
110, 111, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0112.png', 4.513203039864598
111, 112, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0113.png', 4.489125771611357
112, 113, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0114.png', 4.185472040616179
113, 114, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0115.png', 4.598637404999719
114, 115, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0116.png', 5.0192370499829115
115, 116, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0117.png', 5.441790088866073
116, 117, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0118.png', 4.792468271109014
117, 118, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0119.png', 5.073251636601918
118, 119, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0120.png', 5.37424147244646
119, 120, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0121.png', 5.700492902607492
120, 121, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0122.png', 5.3902299195384495
121, 122, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0123.png', 5.450125837887526
122, 123, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0124.png', 5.566417456486235
123, 124, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0125.png', 5.6578211847806354
124, 125, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0126.png', 5.737903964122024
125, 126, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0127.png', 5.8170609554532335
126, 127, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0128.png', 5.950879920919973
127, 128, './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S3/pour_ketchup,hotdog,bread/1/rgb/rgb0129.png', 6.2755049068376385
