0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0002.png', 0.3671527133943251
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0024.png', 0.3685261616032548
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0025.png', 0.39305683454057927
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0026.png', 0.33399426799136034
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0027.png', 0.3702785378559931
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0028.png', 0.36043401788015494
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0029.png', 0.37623191528886646
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0030.png', 0.3832526841922619
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0031.png', 0.40346654642540136
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0032.png', 0.40125891099618877
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0033.png', 0.33594696032573707
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0034.png', 0.38636192571251576
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0035.png', 0.3360477943498241
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0036.png', 0.39406877528583667
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0037.png', 0.3530541840437807
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0038.png', 0.35514366377055784
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0039.png', 0.42477968423052875
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0040.png', 0.4069888422798959
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0041.png', 0.3849335748233612
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0042.png', 0.32898340842727586
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0043.png', 0.38791082828460743
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0044.png', 0.32550613198425843
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0045.png', 0.32867737808029984
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0046.png', 0.30612604916849107
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0047.png', 0.38000275266983147
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0048.png', 0.3590751255679047
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0049.png', 0.3632717099696288
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0050.png', 0.34495702946358403
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0051.png', 0.24683196417415204
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0052.png', 0.2883630372639789
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0053.png', 0.2808275687356243
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0054.png', 0.26014536394771426
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0055.png', 0.2965218689335529
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0056.png', 0.2439351359716178
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0057.png', 0.27084035469228385
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0058.png', 0.2787993322364605
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0059.png', 0.28650635451758705
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0060.png', 0.2831789616510759
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0061.png', 0.2817839504032647
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0062.png', 0.3161707172648163
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0063.png', 0.29763238321232455
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0064.png', 0.28347222964532787
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0065.png', 0.3017697645259057
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0066.png', 0.24823586277129298
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0067.png', 0.24765132940679324
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0068.png', 0.2557804563370742
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0069.png', 0.2826286922376121
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0070.png', 0.27761604655793104
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0071.png', 0.25443364540162555
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0072.png', 0.27012845518702483
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0073.png', 0.25017995363607554
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0074.png', 0.3137011828646947
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0075.png', 0.2850826139722607
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0076.png', 0.30967988093736853
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0077.png', 0.31769613680544606
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0078.png', 0.31540657712873343
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0079.png', 0.3510233184526416
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0080.png', 0.3025867446683814
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0081.png', 0.3297647967716316
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0082.png', 0.3083803964811843
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0083.png', 0.3427333562941911
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0084.png', 0.32403431423968043
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0085.png', 0.3119910053087247
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0086.png', 0.2818574541441833
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0087.png', 0.309364045901374
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0088.png', 0.3028351715369713
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/mmaps/map0089.png', 0.3132828074255866
