0, 1, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00001.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00002.png', 5.019879596221921
67, 68, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00068.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00069.png', 4.711420817703677
68, 69, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00069.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00070.png', 5.5247995869319695
69, 70, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00070.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00071.png', 5.111068044505227
70, 71, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00071.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00072.png', 5.580414153168869
71, 72, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00072.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00073.png', 5.530642590571561
72, 73, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00073.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00074.png', 5.564010357041133
73, 74, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00074.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00075.png', 4.982422483967407
74, 75, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00075.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00076.png', 5.980984387488591
75, 76, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00076.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00077.png', 5.266428906197008
76, 77, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00077.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00078.png', 5.963132020781097
77, 78, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00078.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00079.png', 5.479335795900685
78, 79, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00079.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00080.png', 5.78697531346195
79, 80, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00080.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00081.png', 5.312451150000493
80, 81, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00081.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00082.png', 4.651121298469444
81, 82, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00082.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00083.png', 4.522560142886135
82, 83, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00083.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00084.png', 4.466997636719524
83, 84, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00084.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00085.png', 5.8633648065485175
84, 85, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00085.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00086.png', 4.877547292822602
85, 86, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00086.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00087.png', 6.205854370946666
86, 87, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00087.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00088.png', 5.044552422581641
87, 88, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00088.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00089.png', 5.920319466979497
88, 89, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00089.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00090.png', 5.8925735658856535
89, 90, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00090.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00091.png', 5.889199161301044
90, 91, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00091.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00092.png', 5.325089257091308
91, 92, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00092.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00093.png', 5.152059169139233
92, 93, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00093.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00094.png', 5.141164072546566
93, 94, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00094.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00095.png', 5.115515981525524
94, 95, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00095.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00096.png', 5.430041471113853
95, 96, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00096.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00097.png', 4.842926038188048
96, 97, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00097.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00098.png', 5.759426579600183
97, 98, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00098.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00099.png', 5.516136213809752
98, 99, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00099.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00100.png', 6.253363450292172
99, 100, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00100.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00101.png', 5.082433290212389
100, 101, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00101.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00102.png', 4.825063266537472
101, 102, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00102.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00103.png', 5.396247652130033
102, 103, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00103.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00104.png', 5.421770965089924
103, 104, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00104.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00105.png', 5.99159952379402
104, 105, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00105.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00106.png', 4.670190547671873
105, 106, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00106.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00107.png', 5.319859439464099
106, 107, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00107.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00108.png', 5.389772699502771
107, 108, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00108.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00109.png', 5.389881784816216
108, 109, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00109.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00110.png', 4.629090800728122
109, 110, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00110.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00111.png', 4.953156747389289
110, 111, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00111.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00112.png', 5.214260563760512
111, 112, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00112.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00113.png', 4.955632961819211
112, 113, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00113.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00114.png', 5.245555111077841
113, 114, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00114.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00115.png', 5.010160355749072
114, 115, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00115.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00116.png', 5.372096420645724
115, 116, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00116.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00117.png', 5.519661331151099
116, 117, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00117.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00118.png', 5.732176778609047
117, 118, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00118.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00119.png', 4.7632887012585385
118, 119, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00119.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00120.png', 4.654017010960903
119, 120, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00120.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00121.png', 4.5045351847364286
120, 121, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00121.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00122.png', 3.3734105152710208
121, 122, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00122.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00123.png', 4.277092646060503
122, 123, './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00123.png', './GTEA61/flow_x_processed/S2/stir_spoon,cup/4/flow_x_00124.png', 4.323326763185415
