0, 1, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0002.png', 5.8567419986266085
52, 53, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0054.png', 4.912921140288006
53, 54, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0055.png', 5.091421085093075
54, 55, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0056.png', 5.061628733653012
55, 56, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0057.png', 5.4693085744311585
56, 57, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0058.png', 5.693741318688742
57, 58, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0059.png', 5.407074766718541
58, 59, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0060.png', 5.136029314074144
59, 60, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0061.png', 5.6311283223350905
60, 61, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0062.png', 5.246753856759627
61, 62, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0063.png', 5.302475566710525
62, 63, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0064.png', 5.135847888959943
63, 64, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0065.png', 5.423877872288143
64, 65, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0066.png', 5.421036526150842
65, 66, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0067.png', 5.023656337072715
66, 67, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0068.png', 4.8568211601871205
67, 68, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0069.png', 4.964218736140638
68, 69, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0070.png', 4.864475233298722
69, 70, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0071.png', 5.26558675866459
70, 71, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0072.png', 5.266941888676869
71, 72, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0073.png', 4.9753272793250005
72, 73, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0074.png', 4.921956457126967
73, 74, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0075.png', 5.080595393844277
74, 75, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0076.png', 5.042068029046432
75, 76, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0077.png', 4.406363380944699
76, 77, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0078.png', 4.899915656274396
77, 78, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0079.png', 5.103770762364658
78, 79, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0080.png', 5.410145629963486
79, 80, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0081.png', 5.447273970086748
80, 81, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0082.png', 5.214342933234342
81, 82, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0083.png', 4.938810128807774
82, 83, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0084.png', 5.229816950423456
83, 84, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0085.png', 5.661456324389871
84, 85, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0086.png', 5.471530500263333
85, 86, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0087.png', 5.391930148875155
86, 87, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0088.png', 5.309579764494302
87, 88, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0089.png', 5.528734488282013
88, 89, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0090.png', 4.865682349545639
89, 90, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0091.png', 6.069344412410768
90, 91, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0092.png', 5.992095558313109
91, 92, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0093.png', 4.517600625837055
92, 93, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0094.png', 5.227403501188616
93, 94, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0095.png', 5.195034014162964
94, 95, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0096.png', 5.767475151052107
95, 96, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0097.png', 5.4366049573393465
96, 97, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0098.png', 5.503653222840663
97, 98, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0099.png', 5.583480820138801
98, 99, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0100.png', 5.511581193961604
99, 100, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0101.png', 5.375302909480028
100, 101, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0102.png', 5.020446780804897
101, 102, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0103.png', 5.877439302781679
102, 103, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0104.png', 5.951674672765171
103, 104, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0105.png', 5.808209387476235
104, 105, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0106.png', 5.8681189821148
105, 106, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0107.png', 6.152927532505908
106, 107, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0108.png', 5.89604770133506
107, 108, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0109.png', 5.867893546217704
108, 109, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0110.png', 5.493678637185219
109, 110, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0110.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0111.png', 5.161209080749929
110, 111, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0111.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0112.png', 4.8349423846495965
111, 112, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0112.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0113.png', 5.322011672723135
112, 113, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0113.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0114.png', 5.784839020121353
113, 114, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0114.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0115.png', 5.309425287249764
114, 115, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0115.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0116.png', 5.804496846140124
115, 116, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0116.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0117.png', 6.372134587241302
116, 117, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0117.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0118.png', 5.100182806810481
117, 118, './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0118.png', './GTEA61/processed_frames2/S4/put_bread,bread/2/rgb/rgb0119.png', 5.277039467089023
