0, 1, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0002.png', 5.179773221059139
64, 65, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0066.png', 5.695781534076697
65, 66, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0067.png', 5.550288877298168
66, 67, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0068.png', 4.87595400259677
67, 68, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0069.png', 5.180658212623798
68, 69, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0070.png', 5.4078075845417315
69, 70, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0071.png', 5.205284534227522
70, 71, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0072.png', 5.383045221731543
71, 72, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0073.png', 5.516684515072453
72, 73, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0074.png', 5.0149482190895895
73, 74, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0075.png', 4.620426621925039
74, 75, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0076.png', 4.9932583432246425
75, 76, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0077.png', 5.245639986802804
76, 77, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0078.png', 4.822768887898435
77, 78, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0079.png', 4.99854794308801
78, 79, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0080.png', 4.8922616600396465
79, 80, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0081.png', 4.836739860379151
80, 81, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0082.png', 5.1753453348983145
81, 82, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0083.png', 4.875071822617782
82, 83, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0084.png', 5.1120635802333
83, 84, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0085.png', 5.446550073952119
84, 85, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0086.png', 5.603464939124571
85, 86, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0087.png', 5.522906285697929
86, 87, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0088.png', 5.387815339036054
87, 88, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0089.png', 5.401270717737444
88, 89, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0090.png', 4.510858656278032
89, 90, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0091.png', 5.459391259805605
90, 91, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0092.png', 5.3066365246862
91, 92, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0093.png', 5.302557839786291
92, 93, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0094.png', 5.5281294934414955
93, 94, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0095.png', 5.601431093108363
94, 95, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0096.png', 5.444534880861884
95, 96, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0097.png', 5.6094916588205885
96, 97, './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/spread_peanut,spoon,bread/3/rgb/rgb0098.png', 5.547503367540475
