0, 1, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00002.png', 5.341120747998569
30, 31, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00032.png', 4.509887922960439
31, 32, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00033.png', 4.883150738260788
32, 33, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00034.png', 5.336414668211132
33, 34, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00035.png', 6.065596649899764
34, 35, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00036.png', 4.208049525734596
35, 36, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00037.png', 5.975468907557864
36, 37, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00038.png', 5.710528922530827
37, 38, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00039.png', 5.697618072322461
38, 39, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00040.png', 5.409402065650838
39, 40, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00041.png', 4.659176593925049
40, 41, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00042.png', 4.649330824475187
41, 42, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00043.png', 5.24997099210591
42, 43, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00044.png', 5.15323486700628
43, 44, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00045.png', 4.476272570617165
44, 45, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00046.png', 6.495578532000337
45, 46, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00047.png', 4.9261152808533915
46, 47, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00048.png', 4.558432377064475
47, 48, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00049.png', 5.977924037885467
48, 49, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00050.png', 5.941981171507825
49, 50, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00051.png', 5.927212020216986
50, 51, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00052.png', 5.656582350970707
51, 52, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00053.png', 4.685678382859614
52, 53, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00054.png', 3.6863250636109424
53, 54, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00055.png', 5.286540381906433
54, 55, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00056.png', 4.457944087959148
55, 56, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00057.png', 5.167812878443964
56, 57, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00058.png', 3.942843951311352
57, 58, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00059.png', 5.646238356835676
58, 59, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00060.png', 4.566720152739159
59, 60, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00061.png', 5.013507387210756
60, 61, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00062.png', 4.939499681044557
61, 62, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00063.png', 5.7880043793076075
62, 63, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00064.png', 5.136478509498049
63, 64, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00065.png', 5.752282411792838
64, 65, './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S3/pour_honey,bread/1/flow_y_00066.png', 3.6624877460397793
