0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0002.png', 0.14905670068926336
27, 28, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0028.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0029.png', 0.062228365007465036
28, 29, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0029.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0030.png', 0.044138728435619244
29, 30, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0031.png', 0.04896344760546248
30, 31, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0032.png', 0.07546398989527943
31, 32, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0033.png', 0.08205399908541439
32, 33, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0034.png', 0.06513326053358057
33, 34, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0035.png', 0.07806020083821401
34, 35, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0036.png', 0.06192385626205852
35, 36, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0037.png', 0.08199731591825117
36, 37, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0038.png', 0.07604293253353955
37, 38, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0039.png', 0.049799603697705266
38, 39, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0040.png', 0.046304369694441044
39, 40, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0041.png', 0.05612776650955332
40, 41, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0042.png', 0.06854129718949188
41, 42, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0043.png', 0.0581784148162782
42, 43, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0044.png', 0.06228922260027096
43, 44, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0045.png', 0.04492894820078221
44, 45, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0046.png', 0.032211526230827264
45, 46, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0047.png', 0.05260600731324164
46, 47, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0048.png', 0.05780688137284097
47, 48, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0049.png', 0.023253310605531156
48, 49, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0050.png', 0.04492894820078221
49, 50, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0051.png', 0.047994541830736745
50, 51, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0052.png', 0.027331060823813008
51, 52, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0053.png', 0.038105527263807885
52, 53, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0054.png', 0.048188679925778785
53, 54, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0055.png', 0.045191658838273925
54, 55, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0056.png', 0.03291606781008387
55, 56, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0057.png', 0.03214089725463859
56, 57, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0058.png', 0.03445517348707715
57, 58, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0059.png', 0.041481276693886945
58, 59, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0060.png', 0.0463696335807684
59, 60, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0061.png', 0.044797463147065036
60, 61, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0062.png', 0.03844595164400397
61, 62, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0063.png', 0.07202412307879737
62, 63, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0064.png', 0.07811763349395671
63, 64, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0065.png', 0.0670519343711588
64, 65, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0066.png', 0.08543600592880396
65, 66, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0067.png', 0.07615858206771262
66, 67, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0068.png', 0.06362440592311062
67, 68, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0069.png', 0.07073059925439423
68, 69, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0070.png', 0.0670519343711588
69, 70, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0071.png', 0.06651371902682623
70, 71, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0072.png', 0.054938928053320714
71, 72, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0073.png', 0.06603438294736956
72, 73, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0074.png', 0.05780688137284097
73, 74, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0075.png', 0.05037657998824488
74, 75, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0076.png', 0.04986378843416003
75, 76, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0077.png', 0.03959856884357323
76, 77, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0078.png', 0.04228238206040315
77, 78, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0079.png', 0.03340738411723077
78, 79, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0080.png', 0.025048571004148066
79, 80, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0081.png', 0.02856666363285629
80, 81, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0082.png', 0.042814586942829067
81, 82, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0083.png', 0.03214089725463859
82, 83, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0084.png', 0.045060346664968706
83, 84, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0085.png', 0.06984516110871722
84, 85, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0086.png', 0.08833777041610302
85, 86, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0087.png', 0.07459338603682354
86, 87, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0088.png', 0.0716132010539629
87, 88, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0089.png', 0.042149099120232854
88, 89, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0090.png', 0.06326095934111614
89, 90, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0091.png', 0.06008896564152404
90, 91, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0092.png', 0.05285937732929412
91, 92, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0093.png', 0.050760378966326805
92, 93, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0094.png', 0.05380698415905926
93, 94, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0095.png', 0.06555417082051655
94, 95, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0096.png', 0.038037363730972995
95, 96, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0097.png', 0.05550281974509674
96, 97, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0097.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0098.png', 0.05082427973594053
97, 98, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0098.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0099.png', 0.04947839199723303
98, 99, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0099.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0100.png', 0.04571605052389551
99, 100, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0100.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0101.png', 0.030293022442390648
100, 101, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0101.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0102.png', 0.04054231822343242
101, 102, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0102.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0103.png', 0.041748688623211315
102, 103, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0103.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0104.png', 0.05468786720383052
103, 104, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0104.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0105.png', 0.07430259532477526
104, 105, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0105.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0106.png', 0.08442527932052224
105, 106, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0106.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0107.png', 0.0873920365837354
106, 107, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0107.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0108.png', 0.06972688608084397
107, 108, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0108.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0109.png', 0.06830355452720487
108, 109, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0109.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0110.png', 0.07932115044415393
109, 110, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0110.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0111.png', 0.087001798282489
110, 111, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0111.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0112.png', 0.07874865660844738
111, 112, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0112.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0113.png', 0.08341125252692358
112, 113, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0113.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0114.png', 0.07178938476436525
113, 114, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0114.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0115.png', 0.07811763349395671
114, 115, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0115.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0116.png', 0.07436077718423822
115, 116, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0116.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0117.png', 0.0649526619895135
116, 117, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0117.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0118.png', 0.046695640900781335
117, 118, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0118.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0119.png', 0.04857641901383587
118, 119, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0119.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0120.png', 0.0616799832891825
119, 120, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0120.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0121.png', 0.05487618847497403
120, 121, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0121.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0122.png', 0.05830213167767896
121, 122, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0122.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0123.png', 0.05101586993095211
122, 123, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0123.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0124.png', 0.0673504718359098
123, 124, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0124.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0125.png', 0.07771536944374509
124, 125, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0125.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0126.png', 0.04074392246859816
125, 126, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0126.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0127.png', 0.06621423623014686
126, 127, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0127.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0128.png', 0.06555417082051655
127, 128, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0128.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0129.png', 0.053870017201693335
128, 129, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0129.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0130.png', 0.03912485569251713
129, 130, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0130.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0131.png', 0.05687551046126701
130, 131, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0131.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0132.png', 0.06459108752062771
131, 132, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0132.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0133.png', 0.060273067110234536
132, 133, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0133.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0134.png', 0.06307904174486452
133, 134, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0134.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0135.png', 0.05031254750138729
134, 135, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0135.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0136.png', 0.033267162616978124
135, 136, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0136.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0137.png', 0.0436763010747123
136, 137, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0137.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0138.png', 0.06591441234324169
137, 138, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0138.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0139.png', 0.051716939141344
138, 139, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0139.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0140.png', 0.07337006210904051
139, 140, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0140.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0141.png', 0.05619016940258805
140, 141, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0141.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0142.png', 0.051271062960824294
141, 142, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0142.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0143.png', 0.043940678706667506
142, 143, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0143.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0144.png', 0.046043104915364855
143, 144, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0144.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0145.png', 0.05774490308501487
144, 145, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0145.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0146.png', 0.06788699825909138
145, 146, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0146.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0147.png', 0.0647116683970485
146, 147, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0147.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0148.png', 0.058549374939307154
147, 148, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0148.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0149.png', 0.04610845256528645
148, 149, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0149.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0150.png', 0.05774490308501487
149, 150, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0150.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0151.png', 0.04617377922168481
150, 151, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0151.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0152.png', 0.04610845256528645
151, 152, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0152.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0153.png', 0.044138728435619244
