0, 1, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00002.png', 4.593289455539511
15, 16, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00016.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00017.png', 4.616170674234127
16, 17, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00017.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00018.png', 3.952245139000568
17, 18, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00018.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00019.png', 4.286244467552774
18, 19, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00019.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00020.png', 4.46910349300084
19, 20, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00020.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00021.png', 4.688896894005462
20, 21, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00021.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00022.png', 5.148062812875019
21, 22, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00022.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00023.png', 4.473654386381818
22, 23, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00023.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00024.png', 4.9824713841972725
23, 24, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00024.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00025.png', 4.646077699097577
24, 25, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00025.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00026.png', 4.261222101065723
25, 26, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00026.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00027.png', 4.777854564065868
26, 27, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00027.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00028.png', 4.704274121257975
27, 28, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00028.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00029.png', 4.596035335564269
28, 29, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00029.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00030.png', 5.093305683793497
29, 30, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00030.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00031.png', 4.732639508688065
30, 31, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00031.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00032.png', 4.934038599412856
31, 32, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00032.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00033.png', 4.648443882322087
32, 33, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00033.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00034.png', 5.83183287420602
33, 34, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00034.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00035.png', 4.455045785857939
34, 35, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00035.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00036.png', 5.555853793471998
35, 36, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00036.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00037.png', 5.166326469238234
36, 37, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00037.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00038.png', 5.115977520627444
37, 38, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00038.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00039.png', 5.428646250882063
38, 39, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00039.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00040.png', 5.399866601945613
39, 40, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00040.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00041.png', 5.351071115750754
40, 41, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00041.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00042.png', 4.771897531592437
41, 42, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00042.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00043.png', 5.178603732238285
42, 43, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00043.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00044.png', 4.579053443110921
43, 44, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00044.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00045.png', 5.671273242568368
44, 45, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00045.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00046.png', 4.908255367195956
45, 46, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00046.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00047.png', 5.354736480128717
46, 47, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00047.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00048.png', 5.22688534430035
47, 48, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00048.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00049.png', 5.152175054518449
48, 49, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00049.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00050.png', 6.074517901184541
49, 50, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00050.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00051.png', 5.948621150993876
50, 51, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00051.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00052.png', 5.728122564475519
51, 52, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00052.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00053.png', 4.799488036916565
52, 53, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00053.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00054.png', 5.560768740586604
53, 54, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00054.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00055.png', 4.575818079516116
54, 55, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00055.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00056.png', 5.356287341033592
55, 56, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00056.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00057.png', 6.042323838656958
56, 57, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00057.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00058.png', 5.83224091862503
57, 58, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00058.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00059.png', 5.4560007978122
58, 59, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00059.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00060.png', 5.50156788695309
59, 60, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00060.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00061.png', 5.634169353803759
60, 61, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00061.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00062.png', 5.5834647102516275
61, 62, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00062.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00063.png', 5.568349881687262
62, 63, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00063.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00064.png', 4.842196338363463
63, 64, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00064.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00065.png', 5.554963257651617
64, 65, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00065.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00066.png', 4.94000671773759
65, 66, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00066.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00067.png', 5.589460601506393
66, 67, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00067.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00068.png', 5.277023804405708
67, 68, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00068.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00069.png', 5.235308454477043
68, 69, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00069.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00070.png', 5.598754887445164
69, 70, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00070.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00071.png', 5.244693867326489
70, 71, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00071.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00072.png', 5.5117631406504595
71, 72, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00072.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00073.png', 4.86460482554411
72, 73, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00073.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00074.png', 5.760542430283149
73, 74, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00074.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00075.png', 5.2513025824635795
74, 75, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00075.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00076.png', 5.2093307083495155
75, 76, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00076.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00077.png', 5.647238231813767
76, 77, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00077.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00078.png', 5.468361754849423
77, 78, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00078.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00079.png', 4.622240753212059
78, 79, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00079.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00080.png', 4.695929664926982
79, 80, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00080.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00081.png', 3.9362083965943975
80, 81, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00081.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00082.png', 4.654253448478841
81, 82, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00082.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00083.png', 4.992997935385868
82, 83, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00083.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00084.png', 4.204069166447427
83, 84, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00084.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00085.png', 4.014924702912485
84, 85, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00085.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00086.png', 4.002837770975546
85, 86, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00086.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00087.png', 5.255234232126831
86, 87, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00087.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00088.png', 5.324583987838635
87, 88, './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00088.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/1/flow_x_00089.png', 5.291100846125575
