0, 1, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00002.png', 6.377478843167743
58, 59, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00059.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00060.png', 4.352911869120667
59, 60, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00060.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00061.png', 5.082864176706477
60, 61, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00061.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00062.png', 5.465557446282594
61, 62, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00062.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00063.png', 4.199456400738201
62, 63, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00063.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00064.png', 5.01784698027823
63, 64, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00064.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00065.png', 4.061224309473926
64, 65, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00065.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00066.png', 4.169795520729373
65, 66, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00066.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00067.png', 4.841502004075437
66, 67, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00067.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00068.png', 3.9103868624156743
67, 68, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00068.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00069.png', 5.1210302481609515
68, 69, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00069.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00070.png', 5.044145318761292
69, 70, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00070.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00071.png', 5.539522670744997
70, 71, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00071.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00072.png', 4.767903233334233
71, 72, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00072.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00073.png', 4.578139904322021
72, 73, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00073.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00074.png', 3.830252328632738
73, 74, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00074.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00075.png', 4.331014586884639
74, 75, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00075.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00076.png', 4.145750578374051
75, 76, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00076.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00077.png', 4.276998406191065
76, 77, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00077.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00078.png', 4.325756785155718
77, 78, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00078.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00079.png', 4.595659603033695
78, 79, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00079.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00080.png', 4.314140978196134
79, 80, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00080.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00081.png', 4.730959611749987
80, 81, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00081.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00082.png', 4.951171216735744
81, 82, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00082.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00083.png', 4.476651495001434
82, 83, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00083.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00084.png', 4.551825029251195
83, 84, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00084.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00085.png', 3.5135494268808882
84, 85, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00085.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00086.png', 4.278487610142183
85, 86, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00086.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00087.png', 3.9239255754379077
86, 87, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00087.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00088.png', 4.614783965253408
87, 88, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00088.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00089.png', 3.7778569015860493
88, 89, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00089.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00090.png', 4.745411208895978
89, 90, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00090.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00091.png', 4.142722431842987
90, 91, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00091.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00092.png', 4.498060831828659
91, 92, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00092.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00093.png', 4.439188029183594
92, 93, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00093.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00094.png', 4.566212695629131
93, 94, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00094.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00095.png', 4.668435198620548
94, 95, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00095.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00096.png', 4.38871397327954
95, 96, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00096.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00097.png', 4.117218906705633
96, 97, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00097.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00098.png', 4.443524649238448
97, 98, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00098.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00099.png', 4.167719768394783
98, 99, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00099.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00100.png', 3.955445487712405
99, 100, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00100.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00101.png', 4.534651292249162
100, 101, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00101.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00102.png', 4.75188224082394
101, 102, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00102.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00103.png', 4.223625682914393
102, 103, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00103.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00104.png', 5.276385940358577
103, 104, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00104.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00105.png', 5.4790901376642065
104, 105, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00105.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00106.png', 3.911485244737393
105, 106, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00106.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00107.png', 4.814504079830203
106, 107, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00107.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00108.png', 5.331709008055994
107, 108, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00108.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00109.png', 5.095241546814191
108, 109, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00109.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00110.png', 4.484444163924197
109, 110, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00110.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00111.png', 4.849636428394311
110, 111, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00111.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00112.png', 4.438099797414565
111, 112, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00112.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00113.png', 4.3632770343156055
112, 113, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00113.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00114.png', 4.1275629734629815
113, 114, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00114.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00115.png', 4.331433652279264
114, 115, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00115.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00116.png', 4.779681157378585
115, 116, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00116.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00117.png', 4.335541168799061
116, 117, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00117.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00118.png', 4.422587301788542
117, 118, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00118.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00119.png', 4.598991980151369
118, 119, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00119.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00120.png', 4.560265438570401
119, 120, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00120.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00121.png', 5.014015916740468
120, 121, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00121.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00122.png', 4.135795852889262
121, 122, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00122.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00123.png', 5.35893400468884
122, 123, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00123.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00124.png', 5.643221615984186
123, 124, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00124.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00125.png', 4.082561070397063
124, 125, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00125.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00126.png', 4.4045556829682955
125, 126, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00126.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00127.png', 4.274658523713843
126, 127, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00127.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00128.png', 4.701610032117455
127, 128, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00128.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00129.png', 4.957712297462302
128, 129, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00129.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00130.png', 4.280144531399522
129, 130, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00130.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00131.png', 4.938964895746915
130, 131, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00131.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00132.png', 4.597713956668966
131, 132, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00132.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00133.png', 4.0822516715707815
132, 133, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00133.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00134.png', 4.561993536674332
133, 134, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00134.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00135.png', 4.6886273530748985
134, 135, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00135.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00136.png', 4.450917464983674
135, 136, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00136.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00137.png', 3.3690865790689952
136, 137, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00137.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00138.png', 4.152002070714603
137, 138, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00138.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00139.png', 4.3596248561400675
138, 139, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00139.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00140.png', 4.2981554644378726
139, 140, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00140.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00141.png', 4.329893621084778
140, 141, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00141.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00142.png', 4.6740153633604455
141, 142, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00142.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00143.png', 4.477186818235932
142, 143, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00143.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00144.png', 4.716095059150689
143, 144, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00144.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00145.png', 4.743007961224905
144, 145, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00145.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00146.png', 3.872341871850283
145, 146, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00146.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00147.png', 4.171647185933166
146, 147, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00147.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00148.png', 4.879417600525429
147, 148, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00148.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00149.png', 4.508838626824765
148, 149, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00149.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00150.png', 4.702350262392548
149, 150, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00150.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00151.png', 4.707878761883355
