0, 1, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00002.png', 5.64786502199604
27, 28, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00029.png', 4.714373057103
28, 29, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00030.png', 4.864813772577806
29, 30, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00031.png', 5.046183224705494
30, 31, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00032.png', 4.501448414377993
31, 32, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00033.png', 3.6872530630539653
32, 33, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00034.png', 3.970163391004868
33, 34, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00035.png', 4.149186714056822
34, 35, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00036.png', 4.537765577030616
35, 36, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00037.png', 4.4910423855408945
36, 37, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00038.png', 4.188915516487672
37, 38, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00039.png', 4.385915778404652
38, 39, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00040.png', 3.961914421657212
39, 40, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00041.png', 3.3945474449671718
40, 41, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00042.png', 4.131327215777314
41, 42, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00043.png', 4.689261959888205
42, 43, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00044.png', 4.47057671429889
43, 44, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00045.png', 4.055298187987841
44, 45, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00046.png', 3.8039214043195195
45, 46, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00047.png', 4.327508396406606
46, 47, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00048.png', 4.225291053649578
47, 48, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00049.png', 4.055392607754155
48, 49, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00050.png', 3.812387777472552
49, 50, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00051.png', 4.895259342967786
50, 51, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00052.png', 5.122770686814792
51, 52, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00053.png', 4.598102326098217
52, 53, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00054.png', 4.5295773756134405
53, 54, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00055.png', 4.8600423576191325
54, 55, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00056.png', 4.642803908503665
55, 56, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00057.png', 4.763839820891314
56, 57, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00058.png', 4.844920050281657
57, 58, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00059.png', 4.367106447983647
58, 59, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00060.png', 4.2153352585447434
59, 60, './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S1/pour_mustard,cheese,bread/1/flow_x_00061.png', 4.483639489590188
