0, 1, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00002.png', 4.979433398369517
11, 12, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00012.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00013.png', 5.398972685231375
12, 13, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00013.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00014.png', 6.175108283681333
13, 14, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00014.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00015.png', 5.659188914946436
14, 15, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00015.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00016.png', 5.280087405407664
15, 16, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00016.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00017.png', 6.467767334729237
16, 17, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00017.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00018.png', 5.3072254737272715
17, 18, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00018.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00019.png', 5.4112870924119685
18, 19, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00019.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00020.png', 5.417417585472354
19, 20, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00020.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00021.png', 6.4322064175821865
20, 21, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00022.png', 6.5949407368532516
21, 22, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00023.png', 6.655827175594284
22, 23, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00024.png', 7.053663215821972
23, 24, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00025.png', 6.331483313374202
24, 25, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00026.png', 7.1920227265983785
25, 26, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00027.png', 7.362747610420542
26, 27, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00028.png', 6.2676510112065555
27, 28, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00029.png', 7.103706157584676
28, 29, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00030.png', 7.415573030682691
29, 30, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00031.png', 6.426493096006742
30, 31, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00032.png', 5.563700369642082
31, 32, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00033.png', 7.136460197621386
32, 33, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00034.png', 5.8385967652786395
33, 34, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00035.png', 5.995078637171013
34, 35, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00036.png', 5.216065440005774
35, 36, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00037.png', 6.0486417129533825
36, 37, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00038.png', 6.963526788376339
37, 38, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00039.png', 6.501016212273331
38, 39, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00040.png', 6.496861172963307
39, 40, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00041.png', 6.464692727550971
40, 41, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00042.png', 5.742721046250047
41, 42, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00043.png', 6.675085479095519
42, 43, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00044.png', 6.906503777834462
43, 44, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00045.png', 6.308648164558591
44, 45, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00046.png', 7.158857628453683
45, 46, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00047.png', 6.47033363644075
46, 47, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00048.png', 7.567906971143672
47, 48, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00049.png', 6.847342592357922
48, 49, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00050.png', 5.582507547724041
49, 50, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00051.png', 6.343347482119172
50, 51, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00052.png', 6.834986283838024
51, 52, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00053.png', 5.907611709702292
52, 53, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00054.png', 6.941292142286329
53, 54, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00055.png', 6.467190752692544
54, 55, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00056.png', 6.425201080360206
55, 56, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00057.png', 5.585163298840227
56, 57, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00058.png', 6.660906845493126
57, 58, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00059.png', 6.463137462148529
58, 59, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00060.png', 7.7251499895971945
59, 60, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00061.png', 7.24475771663169
60, 61, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00062.png', 7.266926533138824
61, 62, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00063.png', 6.247292194229102
62, 63, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00064.png', 6.662820928661546
63, 64, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00065.png', 6.7380311219537825
64, 65, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00066.png', 7.255109721666567
65, 66, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00067.png', 6.271507661380024
66, 67, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00068.png', 6.689840557406049
67, 68, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00069.png', 5.870863522121741
68, 69, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00070.png', 6.885239467376983
69, 70, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00071.png', 6.720892192007233
70, 71, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00072.png', 5.070796507936869
71, 72, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00073.png', 4.936280616990948
72, 73, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00074.png', 4.734767011935344
73, 74, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00075.png', 5.88562572159065
74, 75, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00076.png', 5.6428191190141135
75, 76, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00077.png', 4.457911572664744
76, 77, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00078.png', 4.417077784004562
77, 78, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00079.png', 6.467377483097939
78, 79, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00080.png', 6.437475677922183
79, 80, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00081.png', 6.537066995922942
80, 81, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00082.png', 6.466893875990938
81, 82, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00083.png', 5.765937905372384
82, 83, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00084.png', 6.394497837274503
83, 84, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00085.png', 7.385793699578685
84, 85, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00086.png', 5.54441348209187
85, 86, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00087.png', 7.367064627694459
86, 87, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00088.png', 7.136927435248143
87, 88, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00089.png', 6.552814709928808
88, 89, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00090.png', 6.219951797612389
89, 90, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00091.png', 5.580266978628025
90, 91, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00092.png', 5.84360528352995
91, 92, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00093.png', 5.5388396632019905
92, 93, './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S2/spread_peanut,spoon,bread/1/flow_x_00094.png', 6.094153644179396
