0, 1, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00002.png', 5.273314151500326
43, 44, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00045.png', 4.130963408203944
44, 45, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00046.png', 4.832070372830609
45, 46, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00047.png', 4.783680438561945
46, 47, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00048.png', 4.809787978835732
47, 48, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00049.png', 4.781605238705634
48, 49, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00050.png', 5.514649224745048
49, 50, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00051.png', 4.7583644103664495
50, 51, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00052.png', 4.935190022189175
51, 52, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00053.png', 5.458634910766149
52, 53, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00054.png', 5.14903085063776
53, 54, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00055.png', 5.333642907599428
54, 55, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00056.png', 5.166081282820843
55, 56, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00057.png', 5.459281438147471
56, 57, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00058.png', 5.05304013319642
57, 58, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00059.png', 5.7449925371618855
58, 59, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00060.png', 6.2506599621124606
59, 60, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00061.png', 5.281014506173939
60, 61, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00062.png', 5.849786536750851
61, 62, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00063.png', 4.749747995894142
62, 63, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00064.png', 4.844990147451056
63, 64, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00065.png', 5.313474615734688
64, 65, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00066.png', 5.54537362719296
65, 66, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00067.png', 5.323950070847603
66, 67, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00068.png', 4.963148589399321
67, 68, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00069.png', 5.445434696316206
68, 69, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00070.png', 5.277995776251647
69, 70, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00071.png', 5.888138889539841
70, 71, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00072.png', 6.5240559148362784
71, 72, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00073.png', 5.616262232947454
72, 73, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00074.png', 5.4494524421127
73, 74, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00075.png', 5.0692176481636855
74, 75, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00076.png', 5.402964414684626
75, 76, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00077.png', 5.636299526188183
76, 77, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00078.png', 5.13101415759437
77, 78, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00079.png', 4.91995127230281
78, 79, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00080.png', 5.400414977397018
79, 80, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00081.png', 5.175684586906457
80, 81, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00082.png', 5.538933853316983
81, 82, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00083.png', 4.384518426670465
82, 83, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00084.png', 5.513867201525345
83, 84, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00085.png', 5.47807903645656
84, 85, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00086.png', 4.741826167705079
85, 86, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00087.png', 5.173061918449885
86, 87, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00088.png', 5.61025072323545
87, 88, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00089.png', 5.832466457452486
88, 89, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00090.png', 4.920228328967429
89, 90, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00091.png', 4.5274471958136875
90, 91, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00092.png', 5.882108471754824
91, 92, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00093.png', 5.346363137207647
92, 93, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00094.png', 4.9597326916975835
93, 94, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00094.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00095.png', 4.588867330190714
94, 95, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00095.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00096.png', 4.926609120579992
95, 96, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00096.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00097.png', 4.564077765748713
96, 97, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00097.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00098.png', 5.37292210825436
97, 98, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00098.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00099.png', 4.857275967531359
98, 99, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00099.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00100.png', 5.847233563232477
99, 100, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00100.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00101.png', 5.213062035618448
100, 101, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00101.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00102.png', 4.98141842027229
101, 102, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00102.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00103.png', 4.428072579378683
102, 103, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00103.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00104.png', 3.872772618479574
103, 104, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00104.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00105.png', 3.6530238719953085
104, 105, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00105.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00106.png', 4.50156501459953
105, 106, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00106.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00107.png', 4.14872266228295
106, 107, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00107.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00108.png', 4.017931668570951
107, 108, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00108.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00109.png', 4.8455635097415435
108, 109, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00109.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00110.png', 4.457292035012561
109, 110, './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00110.png', './GTEA61/flow_y_processed/S4/pour_honey,bread/1/flow_y_00111.png', 5.487710090223218
