0, 1, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0002.png', 0.28522879590088884
20, 21, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0021.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0022.png', 0.18844127490277351
21, 22, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0022.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0023.png', 0.19536395095650325
22, 23, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0023.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0024.png', 0.16888775724318505
23, 24, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0024.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0025.png', 0.12378702542316829
24, 25, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0025.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0026.png', 0.12774201575531033
25, 26, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0026.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0027.png', 0.12303161836853473
26, 27, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0027.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0028.png', 0.13220099863942558
27, 28, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0028.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0029.png', 0.12313242279615827
28, 29, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0029.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0030.png', 0.1362707842002474
29, 30, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0030.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0031.png', 0.11560156967629039
30, 31, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0032.png', 0.13787793824735747
31, 32, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0032.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0033.png', 0.1382180629357348
32, 33, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0033.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0034.png', 0.1478709525331869
33, 34, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0034.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0035.png', 0.13284107904119394
34, 35, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0035.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0036.png', 0.16738868668332935
35, 36, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0036.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0037.png', 0.35282522301618774
36, 37, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0037.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/2/mmaps/map0038.png', 0.38760135125720113
