0, 1, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0002.png', 0.3104161917068894
30, 31, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0031.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0032.png', 0.06428938908956565
31, 32, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0032.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0033.png', 0.06161897795954158
32, 33, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0033.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0034.png', 0.042149099120232854
33, 34, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0034.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0035.png', 0.04532288501728351
34, 35, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0035.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0036.png', 0.03837791902284383
35, 36, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0036.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0037.png', 0.05475065807353417
36, 37, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0037.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0038.png', 0.07084844244398614
37, 38, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0038.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0039.png', 0.059597352799638764
38, 39, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0039.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0040.png', 0.040609544015295825
39, 40, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0040.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0041.png', 0.05990472626530808
40, 41, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0041.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0042.png', 0.060640858332782765
41, 42, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0042.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0043.png', 0.03361748638827328
42, 43, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0043.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0044.png', 0.022497453810019805
43, 44, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0044.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0045.png', 0.021124508743698055
44, 45, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0045.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0046.png', 0.026378648289766483
45, 46, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0046.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0047.png', 0.031858059405500835
46, 47, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0047.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0048.png', 0.025271194602123057
47, 48, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0048.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0049.png', 0.01832627266622023
48, 49, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0049.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0050.png', 0.02089406842507084
49, 50, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0050.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0051.png', 0.014877146129825315
50, 51, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0051.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0052.png', 0.023177938696881003
51, 52, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0052.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0053.png', 0.04663048093659741
52, 53, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0053.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0054.png', 0.026084236029257704
53, 54, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0054.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/2/mmaps/map0055.png', 0.03639340337146427
