0, 1, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0002.png', 5.197059511585203
29, 30, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0031.png', 5.285402046964819
30, 31, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0032.png', 5.288870591076818
31, 32, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0033.png', 5.193888494047002
32, 33, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0034.png', 5.231743619131866
33, 34, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0035.png', 5.012413470879823
34, 35, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0036.png', 4.732756937663833
35, 36, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0037.png', 4.937863654239941
36, 37, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0038.png', 5.430338061222006
37, 38, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0039.png', 4.6681403446899195
38, 39, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0040.png', 5.081416715151364
39, 40, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0041.png', 5.074223953852314
40, 41, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0042.png', 4.97154529430215
41, 42, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0043.png', 5.382985957717348
42, 43, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0044.png', 6.100082386767717
43, 44, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0045.png', 5.657369397761318
44, 45, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0046.png', 5.787422986156491
45, 46, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0047.png', 4.627597650260449
46, 47, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0048.png', 4.937770904253657
47, 48, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0049.png', 5.210393187090848
48, 49, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0050.png', 4.3465431793237554
49, 50, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0051.png', 4.513682600894863
50, 51, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0052.png', 4.665225601813542
51, 52, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0053.png', 5.2970943642160835
52, 53, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0054.png', 5.258939640385911
53, 54, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0055.png', 5.512251481678117
54, 55, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0056.png', 5.558953376858595
55, 56, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0057.png', 5.092434673517046
56, 57, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0058.png', 5.7493121028814045
57, 58, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0059.png', 4.766240694247935
58, 59, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0060.png', 4.775111852974305
59, 60, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0061.png', 5.2012275873706475
60, 61, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0062.png', 4.937719893201685
61, 62, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0063.png', 5.139026874049561
62, 63, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0064.png', 4.9492245536832185
63, 64, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0065.png', 5.46358290750547
64, 65, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0066.png', 5.220029887473081
65, 66, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0067.png', 5.2405038300045135
66, 67, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0068.png', 5.293333653948819
67, 68, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0069.png', 5.052350064335187
68, 69, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0070.png', 4.761520345807834
69, 70, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0071.png', 4.991938484436143
70, 71, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0072.png', 5.142710124879576
71, 72, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0073.png', 5.214316821788632
72, 73, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0074.png', 4.555030963059232
73, 74, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0075.png', 5.017877971817006
74, 75, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0076.png', 4.958210427550162
75, 76, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0077.png', 4.977106574503169
76, 77, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0078.png', 4.831611308795246
77, 78, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0079.png', 5.270064349994215
78, 79, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0080.png', 5.344268718343851
79, 80, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0081.png', 5.597485754828893
80, 81, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0082.png', 5.52948205416027
81, 82, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0083.png', 5.801963805242507
82, 83, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0084.png', 5.8670367346760965
83, 84, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0085.png', 5.692515185617653
84, 85, './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/scoop_coffee,spoon/3/rgb/rgb0086.png', 5.652267536424452
