0, 1, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00002.png', 6.6362488762361025
11, 12, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00012.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00013.png', 4.69625225229257
12, 13, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00013.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00014.png', 4.267039056061722
13, 14, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00014.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00015.png', 3.7875289597340784
14, 15, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00015.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00016.png', 4.073067933976034
15, 16, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00016.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00017.png', 4.326782578142314
16, 17, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00017.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00018.png', 4.0527940485706875
17, 18, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00018.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00019.png', 4.14368680639369
18, 19, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00019.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00020.png', 4.577077089132767
19, 20, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00020.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00021.png', 5.63665849082199
20, 21, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00021.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00022.png', 4.158871758382086
21, 22, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00022.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00023.png', 3.325267894094465
22, 23, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00023.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00024.png', 4.804161785505264
23, 24, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00024.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00025.png', 4.9782355414860495
24, 25, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00025.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00026.png', 3.5021141760106995
25, 26, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00026.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00027.png', 3.6822536245806834
26, 27, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00027.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00028.png', 3.8292673126812233
27, 28, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00028.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00029.png', 4.56940601967343
28, 29, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00029.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00030.png', 4.239269994454829
29, 30, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00030.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00031.png', 5.319953587852533
30, 31, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00031.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00032.png', 5.209470079651684
31, 32, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00032.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00033.png', 5.078067630171245
32, 33, './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00033.png', './GTEA61/flow_y_processed/S2/scoop_sugar,spoon/3/flow_y_00034.png', 5.654217689112786
