0, 1, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0002.png', 5.047773213550656
28, 29, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0030.png', 5.151885025612694
29, 30, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0031.png', 5.0550329177221895
30, 31, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0032.png', 5.339483809558933
31, 32, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0033.png', 5.117253909997834
32, 33, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0034.png', 5.297051844373618
33, 34, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0035.png', 5.350641870497914
34, 35, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0036.png', 5.237444156877203
35, 36, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0037.png', 5.320896206271812
36, 37, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0038.png', 4.882131195886417
37, 38, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0039.png', 5.435913723333272
38, 39, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0040.png', 4.926131673214337
39, 40, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0041.png', 5.333027924331041
40, 41, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0042.png', 5.060097936619947
41, 42, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0043.png', 5.322878369164621
42, 43, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0044.png', 4.951863178431216
43, 44, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0045.png', 4.877208386147013
44, 45, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0046.png', 5.375123820771227
45, 46, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0047.png', 4.599067446044378
46, 47, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0048.png', 5.037555747471232
47, 48, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0049.png', 4.90620324650995
48, 49, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0050.png', 5.432735699920263
49, 50, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0051.png', 5.392944672818825
50, 51, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0052.png', 4.994661504284409
51, 52, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0053.png', 4.923351069847578
52, 53, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0054.png', 4.921990177953637
53, 54, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0055.png', 5.364427671356569
54, 55, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0056.png', 4.630779441587799
55, 56, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0057.png', 5.419309405769692
56, 57, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0058.png', 4.8479559586564775
57, 58, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0059.png', 5.323912120972733
58, 59, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0060.png', 4.775695602238069
59, 60, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0061.png', 5.221939851261513
60, 61, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0062.png', 4.968204945456846
61, 62, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0063.png', 5.215861894587744
62, 63, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0064.png', 5.228994203509618
63, 64, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0065.png', 4.678019675818862
64, 65, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0066.png', 5.214671193280638
65, 66, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0067.png', 4.658443119872036
66, 67, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0068.png', 5.288170659463273
67, 68, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0069.png', 4.799456455672096
68, 69, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0070.png', 5.162228883446257
69, 70, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0071.png', 4.919788045477634
70, 71, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0072.png', 5.131250200031727
71, 72, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0073.png', 5.35107735358462
72, 73, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0074.png', 4.361411737763136
73, 74, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0075.png', 5.20333760631204
74, 75, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0076.png', 4.719394740785933
75, 76, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0077.png', 5.319127412857869
76, 77, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0078.png', 5.150490048387244
77, 78, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0079.png', 5.062502423988852
78, 79, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0080.png', 5.501525853399492
79, 80, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0081.png', 5.031182422828431
80, 81, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0082.png', 5.614524671202849
81, 82, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0083.png', 4.794395469978473
82, 83, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0084.png', 4.978310126204812
83, 84, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0085.png', 5.306952067729936
84, 85, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0086.png', 5.645587332370528
85, 86, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0087.png', 6.013896578990776
86, 87, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0088.png', 6.124057075031323
87, 88, './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/1/rgb/rgb0089.png', 5.848392675932243
